row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-p9_3_Run155.mzML Peak area,2024_POS_Y-p9_1_Run100.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p9_2_Run120.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,Unnamed: 19
594,320.170275055216,3.7487097,,,,,,,,,,,71037.47,50287.027,51729.246,70257.914,63788.88,59118.695,
566,320.17028512234685,3.2859135000000004,,,,,,,,,,,40994.156,46053.625,35490.105,53611.17,47068.387,55482.746,
608,320.17033702494564,4.3175545,,,,47.0,23.0,[M+NH4]+,,2.0,608;607,302.13648,6569192.5,5096355.5,4669394.5,7346856.5,6069912.5,6219641.0,
222,321.1290455811355,0.52064615,,,,2.0,,,,,,,235457.12,685884.94,1260369.1,53564.155999999995,693801.44,1350379.9,
543,321.1477602008887,2.9263122000000004,,,,,,,,,,,252992.6,174811.38,272462.44,296373.94,238688.05,581484.4,
606,321.17380410332174,4.314712999999999,,,,,,,,,,,992001.3,769805.2,713340.56,1086072.6,901099.0,946663.9,
430,324.07466814761483,2.3089554,,,,,,,,,,,506443.8,602455.4,141570.9,375136.0,1242926.2,1200357.5,
312,324.12879400582875,0.7138312,,,,71.0,,,,,,,1287697.4,1403993.6,2417949.8,1290712.6,1857145.6,2533882.2,
167,325.1127804855545,0.3910984,,,,,,,,,,,875539.9,78380.72,23816.904,364751.78,148719.73,78653.32,
363,325.11289735476555,0.8865843000000001,,,,,,,,,,,245923.53,16234.91,0.0,1021287.44,64102.72,140413.66,
607,325.1256559432755,4.3159957,,,,47.0,23.0,[M+Na]+,,2.0,608;607,302.13648,791564.8,608898.5,556953.9,947592.75,638294.06,800734.6,
711,326.30533792175606,6.012803599999999,,,,,,,,,,,0.0,237805.33,344600.62,0.0,216385.42,0.0,
859,326.3053398903349,7.326853999999999,,,,,,,,,,,212193.16,175791.75,170318.25,284074.3,411028.3,301456.8,
529,328.10014083255834,2.787141,,,,,,,,,,,420599.16,396276.25,404768.38,312519.7,360462.44,1212994.4,
970,328.3209368558892,7.734145,,,,,,,,,,,59608.746,21525.902000000002,0.0,75554.695,16856.738,31654.572,
703,328.32094453433234,5.8976197,,,,,,,,,,,28609.683999999997,213575.69,124547.19,35234.605,214661.7,35323.633,
719,328.3209680776938,6.2792473,,,,,,,,,,,3796223.8,4908815.0,4753310.0,4055792.2,6435457.0,4498048.5,
727,329.3243892615776,6.2808,,,,,,,,,,,812844.1,1082162.4,1031306.3,855602.0,1301445.4,775249.9,
239,330.07295218811663,0.5332821,,,,2.0,18.0,[M+Na]+,,2.0,239;252,307.08372,2398113.2,2351042.0,1193571.5,2258633.2,3174831.5,4032742.5,
139,330.07298598771337,0.38458988,,,,43.0,13.0,[M+Na]+,,2.0,156;139,307.08366,1357010.4,1205825.6,594212.9,1130427.9,1813864.2,1290826.5,
684,330.30020178919165,5.764511,,,,,,,,,,,390860.0,1057592.6,788820.4,351217.84,795504.0,183042.48,
714,330.33663282964216,6.1757054,,,,,,,,,,,760123.56,1967256.6,734787.8,843055.7,2484824.2,897587.4,
951,332.2583637498141,7.6401963,,,,8.0,37.0,[M+NH4]+,,2.0,947;951,314.22452999999996,309824.53,334636.0,172440.75,743770.3,437901.38,536401.3,
931,333.24235663834327,7.576339999999999,,,,,,,,,,,301615.25,236951.69,103057.664,529577.1,472731.5,468866.9,
839,333.2423697112634,7.242490299999999,,,,,,,,,,,53082.867,59548.79,43604.39,76400.07,94812.695,79575.79,
962,333.24237731338417,7.6846119999999996,,,,,,,,,,,670599.9,625515.3,186501.36,1355808.8,748068.3,929069.6,
1281,333.3263618501878,9.111424000000001,,,,,,,,,,,144966.48,337297.88,510972.9,145883.1,298974.4,246414.39,
553,334.05325371284664,3.0007770000000002,,,,,,,,,,,230010.66,163725.5,159211.0,273580.53,235633.83,551105.56,
805,335.2791629491372,7.011081699999999,,,,,,,,,,,384994.3,510527.88,259224.81,494327.22,462296.28,446514.47,
819,335.27917119591353,7.09178,,,,,,,,,,,687051.5,884769.8,475332.34,892632.3,827768.7,778856.1,
834,335.2791923094405,7.1851387,,,,40.0,,,,,,,224295.02,292082.8,136086.95,299791.16,266905.62,241790.83,
804,336.3259795850508,7.008467,,,,,,,,,,,90169.13,140182.06,133904.78,122017.2,172256.34,198405.19,
1072,336.3259885781071,8.10085,,,,,,,,,,,406702.88,543179.56,202827.95,189939.16,248489.55,335083.03,
820,336.32600755282397,7.119407700000001,,,,68.0,,,,,,,802510.94,1072998.5,1277340.9,1139492.0,1328303.8,1459075.4,
943,336.326018835545,7.6228213,,,,63.0,,,,,,,189102.64,200558.0,205860.97,238281.8,260706.05,299864.84,
697,337.1045838188791,5.8540816,,,,,,,,,,,391552.6,280649.44,190244.19,369223.97,282125.12,376494.5,
809,337.23489249233506,7.041612599999999,,,,,,,,,,,178701.6,73391.33,329283.38,144837.05,594061.56,196511.8,
544,338.1445016031897,2.9363458,,,,,,,,,,,331701.88,203493.28,137028.27,221756.05,212310.88,288754.94,
1022,338.3415511699752,7.8737054,,,,60.0,,,,,,,200477.27,138760.36,29236.167999999998,155384.19,21939.52,25122.112999999998,
1183,338.34168111085074,8.619954,,,,,,,,,,,48609.22,70464.83,14314.218,39876.18,15144.045,8255.548,
1138,338.3417640641528,8.406283,,,,48.0,,,,,,,18345388.0,23473082.0,13153995.0,11101377.0,12178216.0,17126908.0,
549,340.10255188935787,2.9795647,,,,,,,,,,,1210571.6,1184668.5,1802080.5,1343384.5,1676915.1,3182155.8,
1137,340.34827715941066,8.405013,,,,,,,,,,,508085.6,668835.8,369229.5,299764.06,324521.75,465964.6,
688,344.31580840199143,5.8512497,,,,,,,,,,,679048.1,3187544.0,1149635.6,636845.9,1102573.5,399047.97,
673,344.3158132008505,5.636321499999999,,,,,,,,,,,20029.768,415007.44,523417.47,9882.309000000001,392374.56,21674.998,
712,344.3158339592881,6.0297112,,,,,,,,,,,222984.12,511374.84,441453.0,362828.4,610483.75,403250.72,
806,344.3158375818018,7.015364999999999,,,,94.0,,,,,,,0.0,105908.125,63634.437999999995,0.0,95330.69,0.0,
695,345.3192162344044,5.851227,,,,,,,,,,,139939.08,707666.1,250660.62,121719.51,227366.56,82035.695,
709,345.3192533474245,6.0297112,,,,,,,,,,,59744.7,81412.57,85430.64,55258.344000000005,120979.91,71403.53,
706,346.3315290189815,5.909048,,,,10.0,,,,,,,9752865.0,6664943.0,6341619.5,10693382.0,8248793.0,10266452.0,
707,347.33487343143423,5.909048,,,,10.0,,,,,,,2134898.8,1434498.8,1366257.1,2352792.2,1813786.1,2233959.2,
120,348.0700024631733,0.3821495,,,,43.0,,,,,,,1006486.44,528176.9,167852.05,820903.4,532659.44,212555.8,
214,348.07009631082497,0.5022778,,,,2.0,,,,,,,4155080.8,1067456.5,399974.78,2655598.5,1258118.6,1262383.5,
56,348.07935570341124,0.34879136,,,,53.0,,,,,,,951267.4,572126.0,847739.9,1073841.9,598373.1,1318248.8,
831,352.3207980207798,7.1773734,,,,,,,,,,,87708.91,144930.11,169025.81,122062.87,174275.75,193893.9,
845,352.3209008471718,7.27677,,,,,,,,,,,758195.7,925863.1,1019337.6,921929.2,1147478.8,1375544.2,
939,354.33655830754014,7.6026110000000005,,,,63.0,,,,,,,576900.7,607174.6,638600.2,700176.7,790074.2,921237.6,
924,354.33655852281464,7.529516,,,,,,,,,,,100138.336,122968.19,158739.61,106977.53,153735.53,170303.47,
439,355.18618034881706,2.348768,,,,,,,,,,,0.0,402385.28,58771.227,0.0,368849.06,0.0,
387,355.18620582769813,1.4755067,,,,28.0,20.0,[2M-H2O+K]+,,2.0,388;387,167.11746000000002,2151167.0,1179376.6,604520.6,2387900.2,1691946.0,3539019.8,
444,356.10121890571435,2.3558269,,,,,,,,,,,0.0,155595.38,101369.1,0.0,165033.98,0.0,
659,356.1028495585219,5.4602203000000005,,,,,,,,,,,755166.9,698720.9,500934.16,764200.94,850871.2,850742.4,
764,356.279422826671,6.5712410000000006,,,,,,,,,,,605473.56,613427.5,383792.4,635300.94,658694.0,683276.4,
721,358.3314515537808,6.2558885,,,,,,,,,,,494531.12,318126.62,206642.81,480677.1,223706.66,156654.8,
742,358.367871031668,6.335723000000001,,,,,,,,,,,0.0,822302.8,146738.98,58723.65,314875.97,434229.25,
134,360.1498762399968,0.38377658,,,,43.0,8.0,[M+NH4]+,,2.0,131;134,342.11595,8801379.0,2649451.0,2048000.6,7948111.0,4564201.0,7617384.0,
358,360.1498976124865,0.89143354,,,,,,,,,,,4451963.5,1331909.0,1228997.0,10985805.0,1907898.4,4027152.5,
797,363.3369095801795,6.9011636,,,,,,,,,,,0.0,171369.48,83028.266,0.0,179735.81,0.0,
720,363.3369282572097,6.200465,,,,,,,,,,,20564.389,828069.8,230941.48,22317.54,553196.0,0.0,
610,364.19647512237856,4.3991275000000005,,,,,,,,,,,557508.9,465983.88,448714.2,597157.3,587538.5,622036.4,
108,365.1051759856141,0.37645444,,,,43.0,8.0,[M+Na]+,,2.0,108;87,342.11595,66485864.0,21030546.0,10022003.0,65237724.0,29035808.0,60275530.0,
975,366.33644486646864,7.751902,,,,,,,,,,,0.0,553031.5,75984.92,0.0,168615.34,0.0,
725,372.34705367913597,6.3166523,,,,,,,,,,,928532.3,978676.56,191200.84,830792.56,373317.75,521517.4,
801,375.30447288588425,6.927129300000001,,,,,,,,,,,156154.72,193157.69,130263.13,137204.72,276834.38,178025.25,
878,375.304509079686,7.4289474,,,,,,,,,,,59954.965,49317.176,8026.871,39458.613,82336.06,34579.937999999995,
860,375.3048737182617,7.336995599999999,,,,,,,,,,,36087.383,33898.363,31841.152000000002,17557.77,98455.305,52601.473,
540,377.1453045927543,2.880325,,,,,,,,,,,0.0,18565.045,27864.064,0.0,32283.343999999997,20920.773,
113,377.1453763440699,0.37970874,,,,43.0,,,,,,,944733.5,1174017.1,1120848.5,805338.6,757560.4,568538.44,
1023,377.32004404415414,7.8724546,,,,60.0,,,,,,,102595.74,55403.03,0.0,72156.79,44323.945,43782.832,
1109,377.3201121745162,8.284346000000001,,,,66.0,,,,,,,170012.5,153523.33,65694.65,254586.05,76809.17,73274.64,
1221,377.3201358562758,8.888512,,,,,,,,,,,1032192.1,566503.7,151436.45,652542.6,265401.8,177938.45,
1248,377.3201489874098,9.01604,,,,24.0,,,,,,,1075525.1,515070.94,478975.6,509338.2,521136.5,482327.72,
1346,377.3201752744059,9.766909,,,,,,,,,,,0.0,73485.4,393082.25,911155.5,123861.03,360724.0,
1327,377.320177227799,9.661389999999999,,,,,,,,,,,0.0,11992.978000000001,73977.04,237636.02,373802.9,208545.48,
1385,377.3201823548049,9.963688000000001,,,,,,,,,,,0.0,16240.091999999999,222236.23,213126.97,161087.31,185581.95,
926,377.3202230675572,7.548182000000001,,,,81.0,,,,,,,680574.3,534959.4,396704.2,582023.56,741840.8,602207.75,
1511,379.33579282020486,10.465833,,,,,,,,,,,81164.484,186517.1,22948.693,185624.11,358970.0,322509.44,
401,380.14845721726516,2.1018543,,,,72.0,,,,,,,4683881.0,1525542.9,446983.06,4665987.5,2198250.2,5659207.0,
835,380.3369219220408,7.184206,,,,40.0,,,,,,,284479.53,319322.7,244753.4,303308.53,330162.0,318608.38,
1254,380.3392252935153,9.032853,,,,24.0,,,,,,,124357.08,135066.86,97435.43,107110.65,123810.37,105648.88,
87,381.0790988047226,0.36913252,,,,43.0,8.0,[M+K]+,,3.0,108;131;87,342.11595,3491022.2,804350.25,573967.5,3383022.5,1457953.9,3866374.2,
399,381.15194175381953,2.100479,,,,,,,,,,,570253.94,168432.94,28157.125,676393.75,254635.34,656280.9,
1064,382.3313975252122,8.068980999999999,,,,,,,,,,,5337.656,807537.06,63029.22,0.0,222922.27,0.0,
413,384.1148158794561,2.218582,,,,87.0,,,,,,,1070292.6,2655983.8,1486969.1,1264514.2,2585607.8,1272040.9,
322,385.12857761802223,0.75181246,,,,,,,,,,,120129.86,1306580.8,174820.97,211281.14,1677792.9,163487.64,
648,387.1800911230368,5.202444,,,,32.0,26.0,[M+H]+,,2.0,649;648,386.17278,415267.47,753356.6,687472.56,472704.7,909311.4,765141.75,
662,387.1929933271058,5.553365,,,,,,,,,,,325564.9,398239.2,377706.22,320251.8,555276.25,311618.22,
440,389.1705062746033,2.3455880000000002,,,,,,,,,,,298993.1,298206.72,456037.78,327365.4,430147.3,798872.0,
541,391.17096217574755,2.945152,,,,,,,,,,,385924.56,366889.12,717857.8,518623.0,681882.44,1347749.6,
1142,391.2842049859907,8.433786,,,,,,,,,,,505143.25,457360.38,191894.55,395961.47,191255.1,206668.28,
722,391.33176340079973,6.217468,,,,,,,,,,,0.0,445109.7,171529.6,0.0,430804.28,0.0,
438,392.14839997962633,2.3452973,,,,,,,,,,,392422.66,490082.4,283747.7,393768.16,565386.8,538912.4,
614,392.19138425201515,4.561282599999999,,,,,,,,,,,2846319.8,2287186.8,2039209.0,3179010.2,2703064.0,2858204.5,
842,392.33097764431017,7.255306699999999,,,,,,,,,,,117369.33,322614.72,216264.27,73936.21,360003.3,70396.86,
751,392.3310500770226,6.4033584999999995,,,,,,,,,,,194119.77,288424.44,109172.625,175691.95,455662.2,230535.84,
922,392.33108983069496,7.5275664,,,,55.0,,,,,,,10148569.0,15166052.0,10388521.0,8644295.0,16812958.0,7257197.0,
458,393.2230008622953,2.40925,,,,,,,,,,,472914.12,371247.78,651713.9,508051.88,507758.2,1223840.2,
478,393.22314720077287,2.5698164,,,,,,,,,,,52984.405999999995,43897.984000000004,77775.93,58586.887,72851.33,177356.66,
877,393.3149619564495,7.4295789999999995,,,,79.0,,,,,,,77234.96,34603.992,10525.27,60316.383,100680.67,70517.8,
1114,393.31505298349333,8.288142,,,,66.0,,,,,,,762532.5,855253.3,173467.64,592296.75,190933.69,164977.36,
802,393.3150655604473,6.928520699999999,,,,,,,,,,,70844.39,95149.875,70351.93,63963.125,129351.39,85786.26,
1222,393.31507013967695,8.896230000000001,,,,,,,,,,,530919.5,531866.44,171578.66,356079.97,499794.5,280336.03,
1019,393.3151554451883,7.853839999999999,,,,,,,,,,,253885.72,84008.12,10035.345,118180.07,40261.93,27070.965,
1198,393.315171191316,8.712966,,,,,,,,,,,37806.41,156661.8,43925.926,38584.645,167873.84,56355.934,
1048,393.3154534524487,7.927977,,,,,,,,,,,118014.586,49907.855,0.0,30316.484,19875.578,25087.457000000002,
1053,393.31552573369925,7.9667535,,,,,,,,,,,46816.496,23228.787,0.0,26344.21,17348.256,5071.374,
1209,394.322389183058,8.817335,,,,,,,,,,,654822.9,227101.55,177743.97,273051.34,209851.08,146095.84,
1232,394.322651515696,9.004385000000001,,,,,,,,,,,32644.04,8285.904,9552.783000000001,5544.6504,4572.8820000000005,0.0,
920,394.3376752960042,7.5261936,,,,55.0,,,,,,,437733.6,654970.56,460576.12,366244.34,733637.3,308424.62,
967,394.34663770189087,7.7168927,,,,,,,,,,,236744.81,806980.1,754660.8,212545.66,638222.25,165330.16,
927,395.3303211144684,7.549473,,,,81.0,,,,,,,556028.4,503336.06,284631.62,449656.5,595587.1,469204.94,
1255,395.33065411172737,9.04073,,,,24.0,,,,,,,759323.25,481192.62,206168.48,411987.78,420111.38,371238.5,
1024,395.33079303404463,7.8737054,,,,60.0,,,,,,,296920.88,163252.9,26199.52,173956.53,146732.34,126409.66,
763,395.33096192309097,6.5676613,,,,,,,,,,,16304.355,0.0,0.0,23562.982000000004,28013.691000000003,40394.61,
1116,395.33105942333486,8.286671,,,,66.0,,,,,,,374518.25,240258.12,116195.805,296352.72,197137.98,175388.39,
615,397.1466472013437,4.561282599999999,,,,,,,,,,,378749.62,319306.8,272052.84,429657.97,379122.06,414631.47,
766,400.30555323338183,6.5924916,,,,,,,,,,,980091.25,981428.0,625316.06,1008138.7,1046453.4,1077162.1,
591,402.24840743431434,3.637251,,,,,,,,,,,250200.86,245360.17,261093.6,332562.66,305351.44,488374.66,
577,402.24843784994516,3.522896,,,,,,,,,,,61869.062000000005,53990.265999999996,60817.855,74944.766,74544.12,132270.55,
828,403.2324542428837,7.157741000000001,,,,57.0,,,,,,,321357.9,466582.53,399883.56,620227.8,615390.0,647885.0,
649,404.20657138921683,5.202444,,,,32.0,26.0,[M+NH4]+,,2.0,649;648,386.17278,436804.84,773535.6,721684.0,491200.3,923254.4,769826.3,
565,405.18653326574685,3.2747490000000004,,,,,,,,,,,2314971.2,2244675.5,3022926.2,2437028.2,3115638.2,5116544.5,
221,407.0301237632728,0.5234882000000001,,,,2.0,,,,,,,1516758.9,1936906.5,66264.99,1690260.8,1953609.6,48819.47,
234,407.0434053978285,0.53170353,,,,2.0,17.0,[2M+Na]+,,6.0,254;242;241;246;234;231,192.02698999999998,8914244.0,10934951.0,20433324.0,9116544.0,12980525.0,17937488.0,
153,407.0434847684874,0.38784423,,,,43.0,15.0,[2M+Na]+,,5.0,155;176;153;157;141,192.02698,1306221.6,1876646.5,4392224.0,1141569.2,2404189.0,2489610.5,
488,407.23857004664035,2.7013185,,,,,,,,,,,165442.34,147995.34,198659.16,194947.48,203594.23,438883.28,
700,407.3266759041918,5.882785,,,,,,,,,,,5556.4917,1986621.2,601458.8,11106.041000000001,1399710.6,0.0,
613,408.2226014631579,4.470665,,,,,,,,,,,633332.44,533142.8,519803.16,667080.5,644622.1,704495.3,
996,408.308263847536,7.8096223,,,,3.0,,,,,,,1541728.1,750072.1,235993.9,462225.28,123762.016,229362.62,
974,408.30826768467995,7.768755400000001,,,,13.0,,,,,,,956273.5,601219.5,259851.94,481584.44,90330.78,232899.75,
1229,408.3257355817728,8.998743,,,,,,,,,,,11489.534,69624.01,15144.406,0.0,83212.36,0.0,
1083,408.3258528855724,8.214331,,,,,,,,,,,209698.08,495554.28,189355.97,121165.03,277054.84,120288.766,
1148,408.32586536568084,8.460725,,,,,,,,,,,164489.08,311390.8,130390.03,136176.0,230063.9,81530.586,
699,408.3283254178716,5.900307700000001,,,,,,,,,,,84579.95,589221.44,156417.86,51122.504,374707.34,0.0,
925,408.3318166043853,7.5443606,,,,,,,,,,,93427.945,80803.8,54046.285,112434.445,94279.37,109683.75,
482,409.1351916318904,2.5996349999999997,,,,77.0,,,,,,,1464817.5,1247172.2,930994.9,1627320.6,1314885.0,1796296.0,
1084,409.3098128772821,8.243774,,,,,,,,,,,45834.13,167070.81,39926.28,30188.943,34106.746,9291.885,
1060,409.3098624122169,8.05313,,,,86.0,,,,,,,91183.28,218278.64,15004.881000000001,62912.305,63393.1,26519.855,
812,409.3099274758504,7.060414999999999,,,,51.0,,,,,,,213005.03,343798.56,172601.48,285542.1,394253.88,354968.03,
899,409.3099689649911,7.4468193,,,,,,,,,,,161313.66,121022.04,87504.57,227291.14,256890.6,217347.31,
857,409.3099836086482,7.346153299999999,,,,,,,,,,,43856.145,28081.045,32117.167999999998,48224.13,152571.27,46013.32,
1049,411.3255494138878,7.9775979999999995,,,,,,,,,,,2481451.8,1255043.1,319074.44,1808941.1,714229.3,641000.7,
1078,411.32555892303344,8.163686,,,,,,,,,,,743092.56,803664.44,128859.38,556628.5,318461.88,254012.67,
959,411.32558976467567,7.6722245,,,,,,,,,,,361544.16,191542.97,294467.34,340321.6,468746.88,274354.0,
928,411.3256764585749,7.5561156,,,,,,,,,,,89663.96,94248.7,46255.668,66808.78,114585.234,78375.61,
1117,411.32568400389465,8.292327,,,,,,,,,,,111997.81,147934.27,31373.865,75522.72,42072.11,26676.021,
803,411.3257233413234,6.928520699999999,,,,,,,,,,,41547.117,48725.137,32343.05,33381.742,60741.715,44928.605,
1015,411.3257874339336,7.797225999999999,,,,3.0,,,,,,,113330.45,46454.316,21204.562,85118.24,63582.633,31762.303,
876,411.32588325350645,7.427283,,,,79.0,,,,,,,137248.89,78533.61,40917.23,91006.234,195579.5,155551.36,
984,413.3046567701258,7.799250999999999,,,,,,,,,,,298278.4,188785.95,7898.1426,346156.4,62107.453,59552.508,
670,415.21132897299344,5.6328197,,,,90.0,27.0,[M+H]+,,2.0,671;670,414.20403,1807646.8,1773960.1,1679530.0,1720918.8,1727411.6,1924993.8,
581,419.2021935124487,3.5487576,,,,,,,,,,,583275.5,566298.9,795164.7,629696.2,796820.7,1538330.1,
1115,420.3469844760446,8.288142,,,,,,,,,,,394474.8,46591.715,71641.03,329117.72,77088.73,112439.54,
836,424.36309468138484,7.189066400000001,,,,,,,,,,,228875.14,272279.6,215276.88,251935.25,290748.6,273962.16,
826,425.2144204539868,7.157547,,,,,,,,,,,291432.72,115529.72,140042.12,245113.58,228215.0,232176.6,
564,427.16854291240645,3.2705603,,,,,,,,,,,215081.16,216290.31,304200.3,233126.17,314990.1,627178.1,
716,427.3165663500705,6.148258,,,,,,,,,,,0.0,112650.53,263324.2,0.0,98266.08,0.0,
870,427.32044907374166,7.4151929999999995,,,,,,,,,,,412517.03,373961.4,260659.45,467479.47,583123.6,529829.0,
823,427.3204598911223,7.136551400000001,,,,,,,,,,,619276.9,655899.1,565275.5,661429.8,1060565.8,839411.75,
1005,427.3204637626628,7.837059,,,,3.0,,,,,,,491827.0,396958.44,67107.14,432942.88,176751.25,119981.88,
840,427.32046628017787,7.252625999999999,,,,76.0,33.0,[M-H2O+H]+,,1.0,841,444.32375,51436.71,78388.66,46268.94,73025.61,120510.9,101356.25,
1040,427.3204733590307,7.9259906,,,,,,,,,,,88297.37,82426.64,4213.9336,49489.773,45016.465,65960.28,
813,427.3204788344759,7.0590953999999995,,,,51.0,31.0,[M-H2O+H]+,,2.0,817;813,444.32375,246891.73,407666.44,203361.81,366338.5,478861.0,429532.8,
953,427.320502530444,7.645075299999999,,,,8.0,,,,,,,274031.22,280218.1,165784.27,366522.84,361112.47,295065.2,
784,427.32059977875457,6.7400413,,,,,,,,,,,19005.953,15151.303999999998,19482.334,21087.797000000002,37331.562000000005,31257.766,
140,429.02501559193786,0.40302503,,,,43.0,15.0,[2M-H+2Na]+,,4.0,155;157;141;140,192.02698,898007.4,7058604.5,6502969.5,1617879.9,2850733.2,2578487.2,
223,429.02503977864484,0.52010316,,,,2.0,,,,,,,4044352.8,2087636.2,6589755.5,4442384.0,3116797.2,8027707.5,
969,429.3361360291042,7.724482000000001,,,,,,,,,,,305371.22,330767.66,156349.83,345248.53,264824.3,176362.23,
1122,429.33615489765856,8.296403,,,,,,,,,,,130468.99,74161.73,16141.358999999999,99448.586,35616.35,32633.213,
55,432.2214509483909,0.34797790000000006,,,,53.0,,,,,,,349306.12,342646.78,244500.58,440051.06,389016.94,364805.1,
671,432.23782018596705,5.6328197,,,,90.0,27.0,[M+NH4]+,,2.0,671;670,414.20403,2173636.2,2080647.9,1961307.0,2033329.0,2045427.2,2204295.2,
650,432.23799770972505,5.2009300000000005,,,,32.0,,,,,,,22015.445,40039.55,54947.117,33123.73,66124.09,61704.176,
80,433.0927971834222,0.36262444,,,,43.0,,,,,,,376484.97,112430.234,64657.25,342693.78,148007.02,307998.3,
425,434.2129565373716,2.2736375,,,,52.0,,,,,,,338585.4,341812.75,499834.12,369913.38,469980.6,929497.9,
455,434.21300502851733,2.400405,,,,,,,,,,,168808.7,162504.53,273557.44,185383.75,224636.9,466725.7,
475,434.2130393466257,2.541706,,,,25.0,,,,,,,347039.3,380023.47,494194.2,387763.5,510122.06,864510.44,
747,435.3579305507383,6.370174,,,,,,,,,,,5323.863,558183.06,145822.83,5634.1494,536540.8,0.0,
672,437.1931810645765,5.6342754,,,,,,,,,,,324336.2,290056.7,293923.44,318658.38,282744.44,337647.12,
739,440.40958339037115,6.3743243,,,,,,,,,,,581450.8,552305.0,460109.16,540053.94,655704.56,701862.0,
417,443.17697178454847,2.2417104,,,,19.0,,,,,,,666725.1,651777.4,975245.8,726268.7,898304.44,1767865.0,
451,443.1769807686633,2.3836212000000003,,,,75.0,,,,,,,219987.25,217512.8,363711.88,250906.98,320864.97,639751.75,
472,443.1769853112928,2.5182421,,,,14.0,,,,,,,109542.266,95488.336,171439.52,181298.16,154351.62,340580.72,
479,443.1769945460328,2.5701754,,,,,,,,,,,41214.6,48319.687999999995,95339.55,125748.13,85302.67,154708.16,
768,444.3317817786731,6.6078296000000005,,,,,,,,,,,1305500.9,1323867.9,859349.0,1363583.4,1378785.8,1499122.9,
867,445.3308650325013,7.470059,,,,,,,,,,,416403.4,249824.98,130878.12,306192.75,402100.1,242256.55,
791,445.3673803997861,6.8085747,,,,,,,,,,,108791.016,26379.707000000002,61612.582,173950.78,494078.78,289213.97,
674,446.25350676507105,5.6355267,,,,,,,,,,,379785.1,317352.56,290171.16,347529.34,341792.72,323382.88,
956,446.3626038316643,7.668609,,,,,,,,,,,227787.81,267869.9,124117.36,358185.9,296884.72,210890.77,
48,448.17927726034463,0.34390387,,,,53.0,,,,,,,161669.02,361444.88,225262.05,189626.2,410830.56,175405.5,
884,449.30252005501643,7.444549,,,,,,,,,,,152910.12,39837.68,32783.74,96767.89,117012.18,99004.55,
999,449.3025446155564,7.8394685,,,,,,,,,,,342759.2,132490.33,0.0,156740.0,11145.758,4373.196,
93,451.00682329000114,0.3789393,,,,43.0,,,,,,,46736.08,918139.06,2171394.8,138585.1,1377686.8,1816678.9,
682,452.27694450664575,5.742564700000001,,,,,,,,,,,2256510.8,2444274.0,1310861.9,1819766.8,2568218.8,1472066.9,
696,452.2769445596932,5.845783,,,,,,,,,,,2427337.2,4795544.5,2630497.0,1973098.9,4400675.5,1589003.8,
724,454.2926188771691,6.236953700000001,,,,88.0,,,,,,,2279946.8,4667217.0,2717932.2,1922381.8,3897361.0,1692237.6,
715,454.2926777346911,6.123508999999999,,,,,,,,,,,121634.54,237438.75,124858.59,82226.914,177163.38,72324.32,
916,459.31029742471407,7.52049,,,,34.0,35.0,[M+H]+,,3.0,916;921;917,458.30299,3347149.8,3040776.2,2255475.0,5655374.0,5062660.5,5061472.5,
807,459.31031672116796,7.021978,,,,94.0,,,,,,,201089.58,375355.03,166615.36,378589.94,375472.9,313751.12,
946,459.3103393091949,7.6389065,,,,8.0,36.0,[M+H]+,,3.0,946;949;948,458.30301,329862.7,339690.38,177967.88,760867.94,461115.72,516664.75,
844,459.3104353641964,7.27049,,,,89.0,34.0,[M+H]+,,1.0,843,458.30303,37693.418,61784.344000000005,32507.147999999997,92830.15,139980.64,81071.4,
786,459.3104430888083,6.790591,,,,,,,,,,,28235.271,97523.28,17331.506,55939.402,116151.5,59272.684,
164,460.20218754892085,0.38784423,,,,43.0,,,,,,,1676854.8,930917.6,133717.45,3259945.2,679144.56,1045940.06,
808,460.3135808651645,7.021343700000001,,,,,,,,,,,50045.137,104993.08,42488.937999999995,98001.664,102261.984,76759.06,
864,463.13035478775566,7.376154400000001,,,,,,,,,,,261883.78,240108.72,165228.31,315550.84,331912.4,253268.75,
817,467.31295330677335,7.061796000000001,,,,51.0,31.0,[M+Na]+,,2.0,817;813,444.32375,320711.8,338848.8,296681.94,458343.22,637903.5,549681.6,
841,467.31295562019983,7.2524885999999995,,,,76.0,33.0,[M+Na]+,,2.0,840;841,444.32375,65512.84,36881.668,44404.742,82830.53,136861.4,86363.516,
868,467.31328448662214,7.392976299999999,,,,,,,,,,,63629.39,5075.4287,13670.518,20397.593999999997,87091.16,19615.25,
667,468.3082042917601,5.5993295,,,,,,,,,,,69330.41,86831.766,28525.496,59258.155999999995,97180.28,37747.38,
679,468.30820880357396,5.7119292999999995,,,,,,,,,,,216503.39,427695.12,167837.95,213963.42,406338.0,152021.03,
332,474.21769661319547,0.7588908000000001,,,,71.0,,,,,,,5360724.5,1483836.8,36966.437999999995,5473464.0,2286836.5,4796325.0,
