row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,POS_D5-227-C3-a_Run274.mzML Peak area,POS_D5-227-C3-b_Run277.mzML Peak area,POS_D5-227-C3-c_Run280.mzML Peak area,
519,617.4173087633944,8.292767,,,,,,,,,,,240920.62,285782.78,367754.25,235758.75,250621.7,391700.88,
182,629.311144823526,5.990072,,,,28,,,,,,,434086.2,271733.2,435374.4,601763.4,396934.0,595722.94,
222,629.3111929920275,6.24266,,,,,,,,,,,411784.16,248855.86,408828.3,536847.6,363692.2,563094.3,
173,631.3268339187711,5.878568,,,,,,,,,,,1050586.8,821282.8,1042287.9,1364599.9,971386.56,1352726.9,
496,633.1500722236116,8.212883,,,,,,,,,,,39677.7,38938.953,48785.3,329166.25,301910.94,339324.47,
359,633.4545135592658,7.6638017,,,,,,,,,,,74471.39,222212.12,197022.52,57781.652,24765.809,433000.1,
120,649.3065832660919,5.2344146,,,,37,,,,,,,1071198.9,881551.06,1451975.6,1207585.1,1382006.4,1048666.1,
263,649.4496110274804,7.087213,,,,,,,,,,,162212.48,329316.28,313677.72,177788.33,120097.78,753167.7,
595,663.4537864756893,10.090966,,,,31,,,,,,,1568897.5,1552794.9,1554554.9,774289.7,834517.44,959612.7,
123,666.3332552866236,5.2361884,,,,37,,,,,,,998123.44,802883.44,1186714.6,591593.2,614489.94,504468.5,
425,668.6183670724348,7.796499,,,,,,,,,,,131048.17,325896.25,400592.38,0,15282.892,11939.959,
223,671.2881866457295,6.2542953,,,,,,,,,,,219836.03,233972.44,249598.16,262055.05,262836.94,246846.53,
121,671.2887079945532,5.2344193,,,,37,,,,,,,1.0904982E7,9207097.0,1.3314125E7,1.1969842E7,1.2796389E7,1.076838E7,
524,675.6756962254328,8.3485775,,,,,,,,,,,199077.45,422496.22,288511.2,0,163194.94,90409.2,
596,685.435757711928,10.090966,,,,31,,,,,,,1.5361326E7,1.411675E7,1.3868548E7,1.0295249E7,1.1446101E7,1.2379968E7,
90,689.2989333440909,4.5032296,,,,,,,,,,,553162.1,431136.62,874201.06,557718.25,596500.7,529070.25,
614,690.5064549592653,10.227246,,,,,,,,,,,366437.78,355409.12,380627.47,853040.56,274410.6,362473.0,
517,690.5067029227539,8.262382,,,,,,,,,,,3554107.8,1408355.6,1716797.9,1679454.8,168159.66,251115.9,
262,693.4757340766173,7.076366,,,,,,,,,,,98807.0,228212.14,218196.55,112808.54,68340.4,520273.06,
193,697.2630536945508,6.101497,,,,34,,,,,,,882939.06,2269270.2,1110335.6,635884.4,1491645.2,598438.56,
597,708.5111724671866,10.0900755,,,,31,,,,,,,764150.0,797242.3,780993.2,523460.72,485704.38,618001.44,
497,712.4886575718305,8.267189,,,,,,,,,,,1524847.8,185058.81,564535.9,399863.84,50431.195,97400.875,
528,716.5219601420132,8.389504,,,,,,,,,,,2342433.8,242027.98,439808.1,0,0,0,
622,716.5220412576194,10.269468,,,,33,,,,,,,2931099.2,2491337.8,1060819.6,2697240.2,1987818.2,2392484.8,
315,716.5223979658027,7.3727493,,,,2,,,,,,,258066.17,1509334.6,262936.12,2384086.8,1876912.5,2170832.2,
538,717.505457672562,8.604253,,,,,,,,,,,171270.83,186867.28,168409.05,297240.97,257947.94,223083.31,
589,717.5062281101265,10.022475,,,,,,,,,,,234693.66,318403.22,187372.4,358379.9,344112.06,211640.36,
566,717.5063176787938,9.074239,,,,,,,,,,,786512.4,731920.94,549103.3,743586.75,927989.1,1049798.6,
583,717.5063321649812,9.905002,,,,,,,,,,,350573.12,392545.62,398805.84,468632.34,563137.7,577073.0,
579,717.5064470978374,9.693611,,,,,,,,,,,365122.2,371264.3,416805.22,484890.03,618923.3,679802.06,
569,717.5064859950124,9.282176,,,,,,,,,,,551051.2,680482.9,529708.5,661065.1,697521.2,830550.5,
202,719.2451736183947,6.103253,,,,34,,,,,,,5666258.0,1.0464346E7,6753778.5,5894045.5,1.0498066E7,5841739.0,
594,726.4619566580609,10.090074,,,,31,,,,,,,1458831.4,1490331.4,1479277.5,1088607.4,1254687.6,1318849.9,
401,726.5041709281423,7.831646,,,,,,,,,,,116625.43,22856.355,37557.75,281929.28,47888.156,77011.78,
440,726.5043146908856,7.868835,,,,,,,,,,,204730.02,79886.18,37557.75,629001.25,213661.03,77011.78,
490,730.5381471957631,8.055547,,,,,,,,,,,1185475.1,355673.56,564718.6,3382164.5,193421.77,228876.67,
473,730.5382185715237,7.9375334,,,,,,,,,,,2663547.5,204582.55,203609.03,456073.53,0,7044.762,
593,736.5421707239302,10.090083,,,,,,,,,,,445496.5,484503.8,489708.22,360460.97,420955.66,415156.47,
532,738.5037781420932,8.4062195,,,,,,,,,,,1407809.5,189471.67,333868.6,0,0,0,
610,738.5041058454244,10.21907,,,,,,,,,,,1247813.9,990230.25,1094689.1,871924.8,449265.0,652900.5,
385,740.4047851960086,7.739361,,,,,,,,,,,656183.7,376628.03,731991.75,860342.2,547606.5,845136.7,
432,740.4048754569131,7.7885666,,,,,,,,,,,519320.3,225504.73,534845.44,558706.25,169086.14,600698.0,
590,743.6160375178001,10.023236,,,,,,,,,,,1837562.8,1158102.0,1080965.8,609657.0,644292.56,1496064.5,
615,752.5195941454003,10.230871,,,,,,,,,,,114339.96,26865.898,67724.96,335582.9,86828.99,229403.77,
502,752.5200009731437,8.218333,,,,6,,,,,,,664969.75,443000.44,639587.6,1368792.8,410894.2,705335.9,
476,752.5200203914372,7.8912826,,,,,,,,,,,5045745.5,824222.5,733279.56,2445387.0,132445.06,177004.3,
600,769.6313699301405,10.185535,,,,,,,,,,,310694.56,275523.56,232787.92,556965.8,415159.84,853385.1,
512,769.6315308171083,8.222844,,,,,,,,,,,117950.51,212591.97,246872.52,319448.22,232547.77,449386.06,
591,771.6472544830062,9.999038,,,,,,,,,,,3348006.2,1932172.8,1818407.0,716915.25,548324.3,193256.28,
399,780.5512383796163,7.7697964,,,,17,,,,,,,214816.56,301952.53,252423.38,454483.7,555111.6,390128.03,
310,780.5514201047282,7.3745346,,,,2,,,,,,,354461.75,497442.28,409024.62,775753.5,892450.25,705144.06,
452,780.5514712340809,7.8750954,,,,45,,,,,,,524300.3,586630.3,463874.03,875274.56,1100857.2,755408.6,
405,782.5664221433129,7.7706933,,,,17,,,,,,,267284.34,309090.8,405387.88,562273.44,554832.8,678578.25,
317,782.5664825885297,7.3754296,,,,2,,,,,,,385619.3,462327.5,619732.06,854485.4,824330.5,1139405.0,
453,782.5665732662532,7.8751125,,,,45,,,,,,,663917.5,651856.5,836470.9,1155060.1,1158454.8,1408754.6,
602,797.6628164607704,10.182487,,,,,,,,,,,452274.28,411810.28,383048.53,1343102.1,1118833.4,509716.2,
514,797.6630421747305,8.221025,,,,,,,,,,,150689.39,187892.52,232712.34,347502.03,293336.0,246673.52,
400,808.5825786989004,7.7697964,,,,17,,,,,,,177235.4,222424.67,300923.38,392987.2,350329.1,406978.0,
318,808.5827016245084,7.375431,,,,2,,,,,,,179815.17,247835.6,345435.47,440326.12,339700.88,460704.12,
454,808.5827599929474,7.8751125,,,,45,,,,,,,466998.12,482550.6,620544.4,849264.9,800101.0,931735.75,
408,810.5975080083732,7.7860565,,,,17,,,,,,,152136.81,300837.66,162863.39,271243.72,437467.2,344135.97,
470,810.5975766575638,7.8750987,,,,45,,,,,,,417331.88,667023.6,445068.88,586735.0,1014394.5,780471.2,
314,810.5976642492755,7.3736243,,,,2,,,,,,,161185.6,353212.66,167708.28,318453.94,525180.44,423362.03,
564,823.6791628557613,8.972399,,,,49,,,,,,,1.984336E7,3.8034332E7,3.4571148E7,2.8060772E7,1.8457014E7,1.3631712E7,
503,825.6939357912739,8.219237,,,,6,,,,,,,503529.84,367237.78,443980.25,50317.67,77794.59,77768.2,
498,827.7081887010773,8.220145,,,,6,,,,,,,19120.559,275322.0,314126.4,481690.8,685315.3,281284.84,
483,827.709388873119,7.8973856,,,,,,,,,,,0,181370.19,101686.37,248451.64,667991.9,147179.4,
552,827.7101558293305,8.968371,,,,,,,,,,,0,2831852.0,3174166.8,662051.44,3527016.8,635410.5,
477,851.7098949730029,7.896604,,,,45,,,,,,,810859.9,1233433.5,1707522.1,2092139.8,2509163.0,3636347.5,
561,851.7100771433205,8.96789,,,,49,,,,,,,4.744277E7,3.584264E7,4.3310576E7,1.4580503E7,1.7871196E7,2.2762344E7,
509,851.7101210198389,8.219234,,,,6,,,,,,,1333924.0,1856737.5,2629098.2,2544930.8,2678446.8,4495634.0,
588,853.7244987955961,9.976018,,,,,,,,,,,50672.434,2.926701E7,3.1912024E7,5171488.0,6406659.0,1494520.8,
571,853.7255357013968,9.660054,,,,,,,,,,,0,3328128.0,5849166.0,3.8855696E7,3.842771E7,2.4297544E7,
585,855.7347782414774,9.961526,,,,,,,,,,,0,1421039.5,1520326.9,2064339.9,952317.7,1.0210025E7,
562,855.735013149894,8.968341,,,,,,,,,,,0,574787.6,613937.06,962579.5,1125132.1,1326037.4,
559,879.7409492748784,8.96727,,,,15,,,,,,,0,1694077.5,2082753.4,1.135056E7,1.1632467E7,2917110.8,
574,879.7409715433099,9.601184,,,,,,,,,,,0,1.5525624E7,1.6684394E7,1549111.4,1316447.1,2124348.8,
513,881.755921029786,8.219417,,,,,,,,,,,0,0,0,354209.38,253032.06,183326.16,
162,887.3881156856228,5.67873,,,,3,,,,,,,1196454.2,1040328.06,1421480.6,1244379.8,1419628.8,1097368.2,
132,917.3816540295278,5.4292107,,,,13,,,,,,,682053.44,563541.94,722467.9,953314.25,737566.7,879405.6,
