"","filter","2024_POS_Anid-EV-SA-OA_CTRL_1_Run173.mzML","2024_POS_Anid-EV-SA-OA_CTRL_2_Run217.mzML","2024_POS_Anid-EV-SA-OA_CTRL_3_Run244.mzML","2024_POS_Anid-SA-OA_1_Run170.mzML","2024_POS_Anid-SA-OA_2_Run191.mzML","2024_POS_Anid-SA-OA_3_Run235.mzML"
"3440/480.1653mz/5.47min",8867.621,44338.105,242975.45,8867.621,8867.621,8867.621,8867.621
"3441/664.3953mz/5.47min",1297133.15,985209.94,1038630.7,996524.94,1555635.6,1733940.4,1580429.9
"3442/494.2745mz/5.47min",51882.0005,28312.121,220200.2,75451.88,1002627.25,19718.812,15715.273
"3443/499.2304mz/5.47min",144072.02,144072.02,144072.02,144072.02,720360.1,144072.02,144072.02
"3444/318.3002mz/5.47min",4795212.25,4742186.5,5983545.5,4161094.2,9448191,4848238,4416570
"3445/277.1434mz/5.47min",452940.72,150980.24,150980.24,150980.24,2050735.8,855745.9,754901.2
"3446/295.1539mz/5.47min",345917.46,115305.82,115305.82,115305.82,1352923.8,665481.6,576529.1
"3448/492.2591mz/5.47min",168623.74,150137.7,460607.53,125769.125,722663,187109.78,146458.86
"3449/239.0703mz/5.48min",117222.31,346477.28,28482.875,290430.8,3083.379,94394.72,140049.9
"3450/257.0808mz/5.47min",130885.145,339178.53,21787.672,311729.62,4357.5344,113414.43,148355.86
"3451/412.1749mz/5.48min",234431.97,138054.31,520987.78,203935.6,21724.668,653699.4,264928.34
"3452/466.2219mz/5.48min",710057.2,405865.06,559455.3,972100.1,81173.012,1393888,860659.1
"3453/480.2375mz/5.48min",405025.86,239074.66,865254.25,331089.97,23592.607,1046523.25,478961.75
"3454/438.1956mz/5.46min",17542.9325,26519.91,84555.836,4156.4277,280534.38,8565.955,3914.2214
"3455/478.2198mz/5.48min",64552.186,80898.06,216709.48,37012.324,870842.75,25764.275,48206.312
"3456/902.4579mz/5.49min",49633.044,16544.348,16544.348,82721.74,16544.348,485932.5,330319.22
"3459/319.3036mz/5.47min",892767.25,873229.5,1085359.5,790421.5,1779014.6,912305,852763
"3460/437.1931mz/5.48min",105830.332,128994.18,339999.6,63328.76,1481024,77961.414,82666.484
"3462/851.3969mz/5.49min",59390.2625,82079.445,339347.97,36701.08,1009373.06,31839.324,32001.8
"3463/416.2147mz/5.49min",1103385.62,1302840.8,3436630,903930.44,4229055.5,843689.1,827403.06
"3464/417.2167mz/5.49min",152466.54,184791.66,498853.38,119153.1,571247.94,120141.42,115877.91
"3465/846.4415mz/5.49min",155094.935,180128.66,970441.3,130061.21,877520.3,82407.61,81757.9
"3466/415.2113mz/5.49min",4150817.6,4878032,12913932,3423603.2,15866958,3190162.8,3154787
"3467/829.4151mz/5.49min",148726.445,189234.89,867372.3,108218,973254.3,66149.86,68889.62
"3474/475.2323mz/5.48min",36709.4405,59096.41,272262.16,14322.471,428498.38,9521.073,8838.54
"3475/646.3848mz/5.51min",1910939.95,1833147.6,1906897.4,1781656.9,1914982.5,2302696,2149021
"3476/481.1855mz/5.5min",405478.98,135159.66,135159.66,135159.66,2356395.2,790473.25,675798.3
"3477/498.2121mz/5.5min",223814.8745,3119.5058,3119.5058,15597.529,1286087.4,538692.75,432032.22
"3479/399.2504mz/5.5min",4967.5524,8279.254,27460.877,1655.8508,192654.56,1655.8508,1655.8508
"3480/476.2639mz/5.5min",114851.455,129983.82,292928.34,89534.61,244075.28,99719.09,88131.414
"3481/503.1675mz/5.5min",45608.646,15202.882,15202.882,15202.882,358251.16,76034.086,76014.41
"3482/440.1696mz/5.52min",153228.765,141824.14,35396.906,164633.39,41517.938,580468.44,379673.28
"3483/575.2974mz/5.5min",561407.575,680818.94,799743.06,353041.16,560840.4,519076.44,561974.75
"3487/439.2955mz/5.53min",288659.39,258101.78,393829.7,212967.92,453954.44,272522.75,304796.03
"3489/511.2063mz/5.51min",17615.294,17615.294,17615.294,88076.47,17615.294,17615.294,17615.294
"3490/413.1956mz/5.51min",9567.698,9567.698,47838.49,9567.698,307504.84,9567.698,9567.698
"3491/441.2269mz/5.51min",425642.08,521710,839656.3,281503.3,896444.56,329574.16,286430.25
"3492/459.2375mz/5.51min",2247285.55,2631095,4595416.5,1616361.4,4389228.5,1863476.1,1627139
"3493/508.2329mz/5.51min",103388.725,107303.45,46561.57,99474,9312.314,731058.3,293576.66
"3494/460.2409mz/5.51min",613481.535,715871.1,1229206.9,435302.62,1271458.5,511091.97,445726.44
"3496/409.2008mz/5.51min",55941.1765,64476.13,109345.625,37890.984,136942.28,47406.223,47309.273
"3497/391.1902mz/5.52min",120345.63,145519.7,226993.66,84940.84,246793.42,95171.56,84317.96
"3498/423.2164mz/5.51min",112655.495,139291.28,227564.23,77339.6,212990.45,86019.71,77503.2
"3499/445.2586mz/5.44min",41296.782,55817.605,167133.69,26775.959,134298.1,13083.979,16891.395
"3502/428.2146mz/5.52min",802871.025,904490.75,1999131.9,651106.06,2846989,701251.3,654782.1
"3503/508.2922mz/5.51min",1597288.6,1632730.2,2193258.5,136792.25,20303.562,1561847,2443168.8
"3504/431.2789mz/5.52min",55097.066,56444.812,77984.21,53749.32,197536.33,41907.13,34782.707
"3505/427.2113mz/5.52min",3065633.75,3413987,7416627,2395634.8,10555270,2717280.5,2454385.8
"3507/429.2166mz/5.52min",88776.73,105805.36,178303.69,58964.145,380455.5,71748.1,64736.41
"3511/293.2111mz/5.53min",43719.648,43402.016,176532.97,44037.28,49154.87,28866.996,28166.484
"3512/524.2864mz/5.5min",4724.21658,1574.73886,127917.484,1574.73886,7873.6943,12532.4795,1574.73886
"3513/489.2477mz/5.53min",6549.643,6549.643,270228.06,6549.643,32748.215,6549.643,6549.643
"3514/674.4191mz/5.54min",207025.72,70823.35,372951.84,130694.664,410321.53,226395.92,187655.52
"3516/317.1741mz/5.54min",2016.888,672.296,13041.66,3361.48,94382.336,672.296,672.296
"3518/534.2487mz/5.54min",188214.395,237510.62,130357.64,138918.17,9801.604,390101.56,320283.2
"3519/478.1494mz/5.55min",35202.023,200347.06,487695.8,6157.9332,6157.9332,39614.38,30789.666
"3521/466.186mz/5.54min",326220.26,428862,166605.62,223578.52,33321.124,631337.4,535554.8
"3522/439.3316mz/5.56min",345880.56,380334.34,469157.5,311426.78,450940.06,229315.12,297487.88
"3527/387.193mz/5.56min",351589.405,345114.34,445591.2,358064.47,630706.25,317109.62,282981.75
"3533/294.2791mz/5.58min",325568.015,459370.6,840206.3,263744.97,381840.78,231451.7,269295.25
"3537/459.3103mz/5.57min",85681.4525,99488.53,280033.12,58050.68,204595.36,71874.375,68273.38
"3539/283.1903mz/5.57min",298024.47,293929.56,516414.03,269913.84,217676.89,341881.06,302119.38
"3540/296.2301mz/5.58min",163875.36,155424.45,410885.9,148632.42,177675.53,172326.27,129054.44
"3541/305.1723mz/5.57min",390824.62,478320.16,680618.4,355832.72,287122,355991.94,425657.3
"3542/319.1947mz/5.57min",438603.51,483854.3,524646.1,550913.6,393352.72,195203.27,252452.4
"3543/215.143mz/5.57min",272850.73,290714.38,478921.06,238765.39,217966.42,311964.6,254987.08
"3544/251.1641mz/5.57min",356776.48,350365.56,618793.8,313976.7,267253.22,413112.4,363187.4
"3545/277.2161mz/5.57min",820504.35,786600,2051768.9,741558.94,985187.9,854408.7,652100.75
"3546/295.2267mz/5.57min",990906.6,929617.4,2322714.8,866820.4,1192242.6,1052195.8,841817.2
"3547/233.1536mz/5.57min",305850.765,320454.72,511633.25,257770.08,254354.9,316710.56,294990.97
"3548/335.2195mz/5.57min",753223.62,823230.3,1700413.9,662075.5,1404896.4,683216.94,648997.8
"3550/406.2011mz/5.59min",73110.876,73110.876,73110.876,365554.38,73110.876,428150.28,73110.876
"3551/422.1961mz/5.57min",136454.32,61899.22,6688.3613,211009.42,1337.67226,7830895.5,259522.38
"3552/444.1786mz/5.57min",144375.58,144375.58,144375.58,144375.58,144375.58,721877.9,144375.58
"3553/323.1464mz/5.58min",406113.72,580589,535054.06,558541.5,218012.12,185207.22,277173.38
"3554/318.191mz/5.58min",2962172.25,3144030,3495646,3667211.2,2780314.5,1585414.8,1772425.8
"3556/113.0596mz/5.58min",876670.33,1032072.75,975782.3,915757.6,837583.06,292942.7,361173.03
"3557/301.1645mz/5.58min",729262.05,778811.3,822927.25,870363.9,679712.8,365955.34,394326.47
"3558/412.1752mz/5.58min",304947.535,394141.97,215753.1,173330.38,34666.076,539660,433669.53
"3561/492.3073mz/5.56min",114349.745,133913.44,372491.38,104509.03,124190.46,75232.625,77631.445
"3563/312.2896mz/5.58min",1590616.05,2246848,4256426.5,1514438,1666794.1,1212291.2,1329755.4
"3566/411.3255mz/5.59min",108588.5525,122997.91,187242.42,94179.195,314995,88087.664,86999.29
"3570/399.1547mz/5.59min",179528.612,179528.612,179528.612,897643.06,179528.612,179528.612,179528.612
"3571/209.1536mz/5.59min",156430.6925,42787.195,73004.445,39754.316,1178615.8,321307.22,239856.94
"3572/468.2017mz/5.6min",138005.68,129150.84,146860.52,122039.5,24407.9,192958.03,182729.8
"3574/529.327mz/5.6min",248615.885,228582.83,346329.72,128926.32,300895.84,176005.92,268648.94
"3579/527.2385mz/5.6min",295065.775,424150.78,154699.55,180485.17,30939.91,409646.38,416339.66
"3580/370.1647mz/5.6min",3375811.75,3281237,3971543,1637334.8,99099.88,3811475,3470386.5
"3582/438.2273mz/5.61min",1759890.45,1626870.4,2226276.8,896489.3,44969.004,2162877,1892910.5
"3585/543.3889mz/5.61min",132201.11,108662.98,141820.88,143985.69,199781.6,122581.34,92247.58
"3589/460.2086mz/5.6min",241564.31,291615.34,395838.16,133060.78,71349.6,268953.78,214174.84
"3592/558.2684mz/5.61min",377757.54,482497.2,356226.8,308586.78,706858.2,337455,399288.28
"3593/1071.566mz/5.61min",287070.2,351561.9,244879.61,221776.31,393570.16,266169.78,307970.62
"3594/536.2865mz/5.61min",7375898.75,8087081,6845534.5,5803908,8812286,6886493.5,7865304
"3596/251.2005mz/5.62min",342821.84,340938.28,470594.16,342626.9,384407.97,343016.78,299311.22
"3597/233.1899mz/5.62min",793557.52,855357.44,1011923.06,731757.6,904835.06,713210.3,629883.56
"3598/351.2527mz/5.62min",24488.2535,29415.027,19561.48,35954.83,347934.34,1744.2875,8721.4375
"3600/582.3859mz/5.63min",191564.38,88353.96,94202.766,105835.36,776153.8,413119.75,277293.4
"3601/423.1917mz/5.62min",232376.01,309300.47,187168.36,170805.98,34161.196,277583.66,403500.53
"3602/458.2251mz/5.64min",164735.705,178693.52,219420.94,115539.97,399466,150777.89,150085.39
"3603/604.3681mz/5.63min",70618.868,38158.516,31448.174,36705.586,430499.06,142629.9,103079.22
"3604/478.2793mz/5.63min",202044.95,215065.92,299748.22,189023.98,559183.6,108726.26,105463.195
"3605/443.2427mz/5.63min",124845.575,140364.31,151935.33,109326.84,368764.06,51659.53,52621.207
"3606/461.2534mz/5.63min",220329.04,248075.2,278250.1,192582.88,607697.75,99567.7,101821.22
"3607/440.1696mz/5.62min",145136.825,131322.45,68434.11,158951.2,47955.164,426777.5,247406.1
"3608/597.2805mz/5.63min",1156620.78,2008429,939175.06,1374066.5,35777.184,835165.7,1793302.1
"3611/457.2218mz/5.64min",871721.875,952073.75,953546.06,754106.7,2727814,791370,699282.3
"3612/432.2378mz/5.64min",1312526.25,1527586.4,1190597.2,1178464.4,1380485.5,1244567,1852938.9
"3617/415.2113mz/5.64min",1379770.2,1389783.5,1369756.9,984935.44,1835152.2,990815.8,1563776.9
"3618/437.1932mz/5.64min",143889.52,170779.47,118250.48,95919.38,197864.33,98070.305,169528.56
"3620/230.0958mz/5.66min",168030.555,180306.39,924745.94,73853.78,748233.1,102744.66,155754.72
"3622/279.2318mz/5.65min",511510.845,757390.1,806904.9,591232.25,256634,431789.44,357526.53
"3623/297.2423mz/5.65min",396748.31,516583.25,613002.1,440242.78,224800.4,353253.84,277055.4
"3624/646.3848mz/5.61min",3682989.3,3021677.8,3723891.8,2730742.2,4365562.5,3711395.8,3654582.8
"3626/393.3151mz/5.63min",30292.4465,46811.543,139149.84,4192.216,131308.48,4152.62,13773.35
"3627/658.4247mz/5.66min",858013.05,1158948.4,3251159.2,337463.12,3016854.5,392508.88,557077.7
"3628/453.3474mz/5.65min",423578.69,758621.5,450895.5,294078.9,396261.88,189187.55,518413.1
"3629/375.3045mz/5.66min",90949.506,118348.95,385894.06,14488.52,349886,39518.848,63550.062
"3631/244.2271mz/5.66min",166919.935,137522.97,235159.44,92026.14,453764.22,176714.31,157125.56
"3635/347.2215mz/5.67min",2343.376,2343.376,2343.376,11716.88,133492.06,2343.376,2343.376
"3639/365.2317mz/5.67min",6733.86865,668.30996,10126.1875,21690.107,171288.48,3341.5498,668.30996
"3642/672.3994mz/5.7min",171912.235,76955.1,56672.902,143553.28,391249.84,233422.39,200271.19
"3643/444.165mz/5.68min",131384.2735,64178.797,48755.91,227015.44,9751.182,357122.38,198589.75
"3644/400.1753mz/5.68min",49297.618,51817.516,46777.72,29468.395,5893.679,405172.8,52905.875
"3645/251.1641mz/5.68min",42068.71,61652.13,95515.72,34643.367,47001.48,37135.94,24916.328
"3646/307.2478mz/5.67min",346823.235,269131.66,376766.1,324951.47,386365.25,368695,279061.34
"3650/426.1994mz/5.69min",46036.92,38377.473,102763.34,39695.71,7675.4946,52378.13,60210.004
"3651/443.2063mz/5.67min",84132.555,71676.28,256608.77,57321.37,48771.895,96588.83,101698.47
"3652/425.1957mz/5.68min",214156.56,191843.12,407628.56,179168.19,35833.638,236470,266556.6
"3653/507.2276mz/5.69min",130191.21,129323.59,71350.02,153675.02,458588.03,81415.92,131058.83
"3655/181.0495mz/5.69min",75134.9825,48285.91,101984.055,109120.44,330102.3,20575.715,26222.924
"3660/464.3001mz/5.72min",16424.787,19992.566,336473.94,12857.008,267757.16,3916.0059,783.20118
"3661/373.0803mz/5.77min",115055.975,107208.516,167791.53,107705.67,318320.94,122406.28,74144.336
"3662/355.0698mz/5.73min",226642.975,176769.92,162684.28,269695.56,389695.28,279500.3,183590.39
"3663/508.269mz/5.7min",236625.265,507860.34,274582.34,124469.336,24893.8672,198668.19,359544.34
"3664/304.2998mz/5.7min",2186467.15,1266453.5,3887005.2,2770483.5,2213647.8,2159286.5,1132789.8
"3666/197.0807mz/5.68min",8873.7455,10940.152,54380.293,700.98204,274812.7,6807.339,3504.9102
"3668/501.1179mz/5.7min",38490.9225,36890.23,3544.566,77239.9,288074.66,38494.81,38487.035
"3669/509.2731mz/5.7min",100750.715,194321.92,112034.266,20497.217,4099.4434,89467.164,143219.97
"3673/554.2962mz/5.71min",8344.6188,13907.698,124501.67,2781.5396,108766.336,2781.5396,2781.5396
"3674/428.1702mz/5.71min",98679.547,86317.36,49429.477,111041.734,9885.8954,362198.3,154921.08
"3675/368.1491mz/5.71min",33517.8025,17312.975,3462.595,83346.23,3462.595,674968.06,49722.63
"3676/460.2409mz/5.71min",280036.435,291401.12,333174.97,268671.75,512092.22,171983.95,145031.38
"3677/518.324mz/5.71min",375834.58,170571.98,694251.6,440913.56,453477.8,310755.6,212192.66
"3679/459.2375mz/5.71min",1013572.175,1037272.25,1213275.6,989872.1,1847759,647403.94,593653.4
"3681/476.2635mz/5.71min",199843.825,222779.2,176908.45,242967.19,354996.6,141620.9,133821.4
"3682/441.2269mz/5.71min",244651.43,252090.34,342700.4,237212.52,604898,129794.79,138434.88
"3684/332.3159mz/5.72min",351832.41,467560.2,612604.7,374547.66,270228.2,329117.16,298163.1
"3686/468.3084mz/5.71min",174907.965,164763.05,476382.3,212019.31,185052.88,162900.28,136555.27
"3687/440.2064mz/5.72min",432077.41,698678.5,353987.1,194723.69,38944.738,3013285.2,510167.72
"3688/549.3181mz/5.72min",514912.045,530882.75,510003.62,519820.47,506203.03,578555.3,499026.2
"3690/437.2068mz/5.73min",454085.3,478051.72,430118.88,414516.12,82903.224,664981.06,603806.25
"3691/532.2915mz/5.73min",1536250.95,1640755,1536693.8,1399181.6,1653931.5,1535808.1,1418302.6
"3693/510.3056mz/5.73min",27745.672,3656.0968,315218.3,3656.0968,37210.86,38392.47,18280.484
"3694/457.2577mz/5.73min",43171.674,13175.626,413465.47,2635.1252,94526.46,62940.41,23402.938
"3697/431.2791mz/5.73min",43211.25,43554.6,156916.72,35187.97,252571.25,42867.9,32481.945
"3698/515.2601mz/5.74min",16137.163,1627.6586,261923.19,1627.6586,62623.84,24136.033,8138.293
"3700/890.4577mz/5.75min",702008.52,1219434.5,647420.94,148707.67,29741.534,756596.1,1180642.9
"3702/506.3245mz/5.74min",29417.8875,14242.369,123157.17,40127.152,18708.623,42869.227,14954.492
"3704/961.5298mz/5.75min",905548.05,1457799,765064.3,515612.84,103122.568,1046031.8,1247754.6
"3708/453.2611mz/5.75min",73025.835,83330.56,425511.7,18124.871,1412224,52078.24,62721.11
"3709/211.0964mz/5.75min",185204.19,179674.44,900537.3,97658.74,1617449.5,190733.94,163469.17
"3710/958.521mz/5.75min",17124885.5,27763846,14456917,9986039,3500.5435,19792854,23779616
"3712/179.0702mz/5.83min",112857.47,146936.19,200700.47,78778.75,808608.44,41167.703,67559.414
"3713/543.3889mz/5.76min",544217.82,458989.9,606654.6,687811.25,560182.94,528252.7,356350.25
"3714/476.2778mz/5.76min",66810.625,66334,707467.8,67287.25,348975.16,48127.312,52938.16
"3715/302.3053mz/5.76min",533096.5,524311.06,701637.1,541881.94,667619.7,395991.1,312427.72
"3718/565.3707mz/5.76min",154418.08,155439.64,195718.88,153396.52,448255.38,115578.13,104256.164
"3719/194.0447mz/5.76min",7910.2872,2636.7624,2636.7624,13183.812,2636.7624,1628503,35532.75
"3721/355.1174mz/5.69min",47652.747,27691.26,9018.484,86130.62,1803.6968,1916859.8,67614.234
"3722/372.1438mz/5.76min",2805.7574,2805.7574,2805.7574,2805.7574,2805.7574,1428401.9,14028.787
"3723/423.1801mz/5.75min",14652.1255,20231.273,9072.978,4104.46,820.892,403486.88,37499.836
"3724/770.5738mz/5.77min",80251.04,59993.08,96386.08,23772.793,79397.36,132842.08,81104.72
"3726/355.0698mz/5.77min",361043.405,380110.56,534155.25,341976.25,881746.94,321035,227801.64
"3729/704.427mz/5.79min",385592.935,177231.5,130501.22,376910.4,452997.66,431264.4,394275.47
"3730/424.2119mz/5.78min",156953.112,156953.112,156953.112,156953.112,156953.112,784765.56,156953.112
"3731/425.2151mz/5.78min",42706.456,42706.456,42706.456,42706.456,42706.456,213532.28,42706.456
"3734/536.2864mz/5.78min",848013.48,908358.6,601168.8,537959.2,827809.56,930230.7,868217.4
"3736/309.206mz/5.79min",363507.36,318245.75,618712.06,372370.2,365693.34,361321.38,295833.4
"3738/494.3241mz/5.8min",69159.8175,59833.395,323725.34,84722.89,75474.445,62845.19,39550.64
"3739/330.3002mz/5.8min",153785.245,185944.52,442411.03,121625.97,234366.77,79814.266,113854.54
"3740/465.1734mz/5.8min",132639.585,142162.03,123117.14,81376.5,16275.3,414090.7,186340.61
"3742/672.4mz/5.81min",573409.275,198741.75,150826.7,522341.75,1066191,746069.9,624476.8
"3744/532.2332mz/5.8min",64167.305,66495.88,61838.73,47052.383,9410.4766,241454.22,99024.484
"3745/464.1701mz/5.8min",492347.595,514401.97,470293.22,332451.25,66490.25,1489929.5,687908.56
"3746/310.1469mz/5.8min",2748.33396,916.11132,916.11132,916.11132,343339.84,12870.353,4580.5566
"3748/458.2253mz/5.81min",56201.712,46267.71,173112.33,62045.594,350850.2,50357.83,47549.867
"3749/457.2217mz/5.81min",235050.295,189008.92,671251.44,242012.42,1336398.1,228088.17,190981.8
"3751/518.3239mz/5.81min",588402.48,651097.9,4272607.5,525707.06,1938803.1,319361.56,321966.25
"3752/640.3456mz/5.81min",381286.775,346762.47,360771.75,369233.25,393340.3,472200.38,569939.6
"3755/339.1566mz/5.82min",2469.88476,4116.4746,113996.836,823.29492,151686.61,823.29492,823.29492
"3758/459.3103mz/5.82min",60468.373,58683.66,153443.39,35045.438,96468.82,62253.086,49002.67
"3760/317.1746mz/5.83min",52119.2405,84398.53,714561.56,19839.951,1037264.25,13340.659,2668.1318
"3761/439.2454mz/5.82min",107945.803,130002.34,296399.6,5231.247,1343799.4,11819.369,85889.266
"3763/464.3093mz/5.82min",20229.7104,6743.2368,6743.2368,6743.2368,349751.47,35164.258,33716.184
"3764/197.0808mz/5.82min",163913.555,180150.75,401818.22,56947.1,1741740,85741.336,147676.36
"3766/442.3275mz/5.83min",150500.01,41315.375,68471.16,62323.016,1955489.8,326487.78,232528.86
"3768/203.1793mz/5.78min",124713.865,142666.2,540836.6,55527.707,1542199.5,91613.01,106761.53
"3769/221.1899mz/5.83min",203545.555,224675.44,515423.9,76715.805,2116067,88682.266,182415.67
"3770/373.2736mz/5.82min",43806.925,49770.48,104500.05,720.10596,517233.72,3600.5298,37843.37
"3771/417.2634mz/5.82min",61993.075,68228.41,169903.6,8096.0137,695648.25,20301.691,55757.74
"3772/165.0909mz/5.82min",48899.4215,50456.133,128231.25,3690.0684,497334.72,12371.024,47342.71
"3774/489.2344mz/5.83min",8236.329,8236.329,8236.329,41181.645,8236.329,195758.44,8236.329
"3775/520.2228mz/5.83min",79403.023,150352.75,1690.6592,363292.9,1690.6592,322259.4,8453.296
"3778/482.2171mz/5.83min",354881.685,282080.53,285947.75,645739.3,56416.106,855291.7,423815.62
"3780/516.2015mz/5.84min",246902.55,189493.69,190489.16,388242.9,37898.738,462558.88,303315.94
"3782/481.1854mz/5.84min",68257.9596,22752.6532,22752.6532,22752.6532,1152354.6,149338.17,113763.266
"3783/498.2119mz/5.84min",65918.76,21972.92,21972.92,21972.92,772366.7,145496.14,109864.6
"3784/506.3242mz/5.84min",77260.2375,104036.53,753967.6,50483.945,135552.98,28597.418,32167.488
"3786/458.4031mz/5.87min",3027703.5,3380551.5,2951461.5,3103945.5,3277862.8,2927255.5,2780695.2
"3787/466.2218mz/5.85min",43581.042,20767.918,41483.17,82957.36,45678.914,148771.56,35485.906
"3788/431.279mz/5.84min",715449.95,899752.7,1727184.4,319532.88,4730333.5,455218.6,531147.2
"3789/459.4061mz/5.87min",488891.52,542501.44,470671.2,517155.3,507111.84,464182.44,443127.25
"3790/503.1672mz/5.84min",717.21568,717.21568,717.21568,717.21568,111846.8,3586.0784,717.21568
"3791/452.277mz/5.85min",114082.85,127407.67,455788.8,100758.03,149357.2,72870.664,66423.89
"3792/525.3783mz/5.84min",522351.95,417107.8,520288.9,566946.4,524415,526135.56,329159.75
"3797/149.0597mz/5.86min",43756.23,20007.732,341786.47,46645.57,40866.89,71258.2,36421.168
"3798/315.1226mz/5.86min",36281.5415,14995.457,334083.88,33205.81,29608.469,66638.46,39357.273
"3799/337.1046mz/5.86min",42448.5385,22585.31,354362.38,32283.5,37327.94,54175.11,47569.137
"3800/828.5435mz/5.86min",101197.913,153462.84,217442.73,9900.013,130342.836,42473,72052.99
"3803/551.3058mz/5.87min",453169.57,556751.1,451851.8,454487.34,417339.22,415551.06,463711.22
"3804/550.302mz/5.87min",1366573.35,1706355.4,1353404.5,1135994.5,1379742.2,1287299.2,1386267.4
"3805/457.3998mz/5.87min",10927100,11872467,10301421,11730560,11408064,10446136,9776375
"3806/987.5106mz/5.86min",2370.35112,3950.5852,790.11704,3861645.2,790.11704,5227.5405,790.11704
"3810/355.0698mz/5.87min",122519.608,119379.63,125659.586,91419.9,306580.16,160062.78,106797.36
"3815/636.3389mz/5.88min",2773731.25,3929537.8,1972216.6,2175081,435486.75,3372381.5,3457466
"3816/344.3157mz/5.89min",103469.03,236226.64,642376.5,3888.0544,148166.19,777.61088,58771.87
"3817/507.2585mz/5.88min",63370.648,95916.9,352262.3,11108.395,273087.5,5537.1553,30824.396
"3818/409.3099mz/5.89min",121497.525,127492.89,162585.92,105992.25,160104.94,115502.16,101791.77
"3821/482.325mz/5.89min",5097.0324,8495.054,176799.62,1699.0108,13980.018,1699.0108,1699.0108
"3822/351.2527mz/5.87min",9069.3565,4588.472,13550.241,20131.334,590801.4,917.6944,917.6944
"3824/494.3231mz/5.9min",338611.81,389079.28,2297333.5,288144.34,515705.28,200510.48,176617.02
"3826/330.3366mz/5.91min",735126.775,749133.3,700027.4,766850.44,805056.1,721120.25,636487.25
"3827/443.2425mz/5.91min",61852.3035,63367.277,137968.1,60337.33,202368.61,45879.258,35750.61
"3828/337.141mz/5.91min",65214.635,86577.48,21670.033,43851.79,338709.28,37750.184,103654.89
"3829/478.2779mz/5.85min",22557.421,29485.652,25347.363,19767.479,86616.375,3432.4294,686.48588
"3831/494.2845mz/5.91min",652857.45,738325.56,651360.3,598552.1,860682.7,654354.6,639509.1
"3832/640.3459mz/5.91min",813395.37,913852.44,1743039.5,392825.56,1394472.6,198372.36,712938.3
"3833/315.159mz/5.91min",458997.39,556213.4,219596.16,361781.38,1978650.6,332784.28,593067.56
"3834/510.3071mz/5.91min",1231890.35,1276259.1,1109826.6,1139170.9,1488148.1,1269128.2,1194652.5
"3835/515.2625mz/5.91min",553198.69,612946,451669.75,424802.25,871261.3,493451.38,615356.94
"3836/493.2807mz/5.91min",2339674.5,2672005.5,2213566,2164540.2,2991757.8,2327771,2351578
"3837/461.2531mz/5.87min",24079.439,35115.945,37152.145,13042.933,208973.78,2608.5866,2608.5866
"3838/294.2062mz/5.91min",119925.035,100204.3,99794.8,213788.97,337277.7,125337.51,114512.56
"3840/368.149mz/5.93min",53189.38,53189.38,53189.38,53189.38,53189.38,265946.9,53189.38
"3841/522.2823mz/5.93min",418672.05,392135.16,774286.8,403164.8,434179.3,487198.03,400750.88
"3842/179.0702mz/5.93min",61417.859,119259.01,41503.234,81332.484,172443.28,14741.264,2948.2528
"3845/436.2116mz/5.93min",121798.259,7577.7373,8560.348,499960.22,1515.54746,5117086,235036.17
"3846/346.3315mz/5.94min",16259513,28434760,24366160,16916576,8898466,14573500,15602450
"3848/211.0964mz/5.95min",104795.915,135706.95,467090.66,9876.758,614898.8,73884.88,54199.895
"3849/440.2769mz/5.95min",85076.025,102084.77,621706.56,68067.28,157830.08,55815.926,47423.152
"3851/500.2745mz/5.96min",194410.42,139522.53,287251.53,191520.22,197300.62,236217.36,156816.47
"3852/337.2735mz/5.96min",203185.21,214728.31,493532.25,82921.08,134886.75,263622.72,191642.11
"3853/466.3163mz/5.96min",44175.9495,55558.555,202407.5,32793.344,154661.9,22807.398,23462.787
"3854/478.2926mz/5.96min",6065063.75,4030522.8,10904645,6392527,5737600.5,8104098.5,4290941.5
"3857/955.5778mz/5.96min",96564.063,37395.676,267257.9,99926.04,93202.086,167394.77,49112.96
"3860/460.2407mz/5.97min",55617.111,57128.91,78219.81,54105.312,361716.88,7564.6587,14926.136
"3861/476.2636mz/5.96min",82956.378,80261.586,85651.17,101722.19,494980.44,35453.86,28440.281
"3862/319.1903mz/5.96min",700442.75,685539.2,1041007.2,498708.8,755696.25,715346.3,533412.2
"3863/459.2374mz/5.96min",229476.98,232762.4,277658.94,226191.56,1359248,75437.984,80333.734
"3864/354.1334mz/5.97min",116597.78,116597.78,116597.78,116597.78,116597.78,582988.9,116597.78
"3869/642.4296mz/5.99min",163334.391,281916.97,1616885.6,44751.812,355338.53,16660.154,35776.332
"3872/457.2214mz/5.99min",35043.124,40769.348,84254.33,29316.9,359200.2,26911.498,21050.621
"3873/571.4313mz/5.98min",521809.48,509267.9,534351.06,556241.5,644250.2,461060.88,410763.4
"3874/310.2375mz/6.06min",15302.33,42047.586,8548.791,759653.5,4819.024,17381.451,13223.209
"3875/316.0638mz/5.98min",222633.4,268568.3,258949.1,311221.1,186317.7,170699.69,182672.11
"3878/230.0957mz/5.98min",42682.524,71137.54,478283.75,14227.508,109031.38,14227.508,14227.508
"3879/377.3202mz/5.98min",30828.816,53018.227,393393.44,10276.272,51381.36,10276.272,10276.272
