row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC-VPA_1_Run26.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,2024_POS_CC-VPA_3_Run76.mzML Peak area,2024_POS_CC-VPA_2_Run35.mzML Peak area,
845,475.31781329768893,8.008767,,,,,,,,,,,14421.455,33878.605,49384.04,64210.785,63408.023,163099.86,
905,475.3179293412668,8.079842,,,,,,,,,,,83957.12,99929.34,93349.16,65773.414,94855.984,472118.47,
1057,475.317948916549,8.300014,,,,,,,,,,,78215.56,103653.49,301974.5,67742.266,129702.44,353541.28,
1105,475.37765970783033,8.406702,,,,,,,,,,,210273.62,291111.53,274524.62,259656.98,341021.8,444098.56,
1186,475.3776997181456,8.514497,,,,,,,,,,,120866.54,158604.9,117312.625,183962.69,201929.62,210974.02,
1090,475.3972566857515,8.361772,,,,23,,,,,,,1367926.0,1162657.8,3580995.5,1302178.0,1656050.0,1486959.0,
866,475.39726189756533,8.043279,,,,,,,,,,,456592.16,623467.94,611127.06,833979.94,703606.56,1191501.4,
1147,475.3974568995273,8.433217,,,,,,,,,,,153544.5,52090.094,573593.8,88939.55,74924.805,220372.44,
251,476.2743976364372,6.124979,,,,,,,,,,,39900.58,54386.84,69793.02,63723.285,70975.66,70879.91,
259,476.2744022806178,6.2394867,,,,,,,,,,,274416.44,304034.5,356181.0,341804.62,406307.44,351540.47,
1095,476.40945817932146,8.39197,,,,68,,,,,,,825085.6,985738.2,747660.3,1300461.2,1286185.8,1438458.1,
1308,476.4095886922516,8.782431,,,,,,,,,,,1637830.9,679492.25,4590892.0,281987.16,414171.56,1318836.8,
646,476.40967896345865,7.8158965,,,,,,,,,,,191101.03,356188.7,450669.44,551214.6,789585.1,575463.6,
946,476.40980447092966,8.175211,,,,98,,,,,,,1133902.2,1242155.1,2092007.5,1570341.5,1805424.5,1896690.6,
60,477.2089227523488,0.38492548,,,,56,,,,,,,231375.72,341789.0,312092.66,339069.56,329661.53,313338.03,
730,477.3337820094998,7.90171,,,,108,,,,,,,147725.1,180800.42,640505.75,267676.12,605879.7,562608.2,
772,477.33382681359836,7.9386153,,,,81,,,,,,,242392.56,333329.5,687507.25,478339.47,741611.0,771457.7,
879,477.33402649268737,8.0462475,,,,17,,,,,,,69776.9,91754.03,262185.9,162236.14,347729.75,369793.12,
596,477.3342958967816,7.736423,,,,,,,,,,,5877.547,23068.404,57400.12,122410.53,76162.87,80265.89,
716,477.354800084701,7.852341,,,,,,,,,,,52441.047,51377.29,197454.81,230468.81,245853.81,87503.85,
941,477.4130091037268,8.166504,,,,98,,,,,,,201324.6,344446.2,678811.2,504155.03,598916.44,615850.75,
1096,477.4131023909983,8.392833,,,,68,,,,,,,246562.1,297668.3,419679.2,403193.8,417951.06,456136.4,
659,478.386399125923,7.839234,,,,,,,,,,,29803.652,21972.412,119186.414,276671.66,272608.28,70263.99,
1055,479.3493193793718,8.298844,,,,52,,,,,,,2221218.5,2154338.5,6386082.0,2595318.5,3146573.0,5038355.5,
728,479.34939462822905,7.857183,,,,108,,,,,,,57832.676,81447.984,243418.84,280268.3,328583.1,189087.27,
566,479.34943705617434,7.6801,,,,80,,,,,,,102521.375,175462.14,593283.5,746683.25,944365.0,467235.4,
527,479.349497214092,7.5732684,,,,,,,,,,,57539.51,32778.49,88838.516,164130.12,377220.78,224747.75,
883,479.34950105291074,8.068485,,,,17,,,,,,,701467.9,904206.4,1529826.8,1832023.1,2349420.8,2046912.0,
270,480.30822199580206,6.3016777,,,,20,,,,,,,2196170.0,3605270.2,3904135.0,4242481.5,4454150.5,3929476.0,
286,480.3082804993663,6.4077377,,,,36,,,,,,,8651221.0,1.5358497E7,1.5998008E7,1.6565334E7,1.7668122E7,1.4840164E7,
884,480.35261546386045,8.070695,,,,,,,,,,,153387.81,205458.64,452505.34,406564.22,580573.75,519779.8,
1007,480.35263470801465,8.312591,,,,,,,,,,,255010.22,589097.3,1375827.2,728475.94,1022417.1,1377309.0,
738,480.40445386794016,7.871203,,,,63,,,,,,,192545.53,287957.8,459720.4,665335.1,706710.2,462763.28,
1309,481.3649177505816,8.77797,,,,,,,,,,,92863.97,48884.69,314235.44,20146.748,29747.336,88320.17,
725,481.36515452707454,7.853968,,,,115,,,,,,,205156.73,207993.12,727398.2,1082905.1,1303199.0,612345.94,
1099,481.36527779251406,8.399871,,,,82,,,,,,,483426.7,572427.44,665797.1,851464.06,802944.94,841940.2,
768,481.36539588000505,7.931047,,,,81,,,,,,,63267.254,165176.05,369605.3,538566.5,679281.7,368164.8,
904,481.3655121505587,8.087909,,,,,,,,,,,359451.94,449669.3,633393.56,1076427.4,1084456.4,793906.75,
984,481.36551599740136,8.273734,,,,52,,,,,,,297578.78,424327.97,706608.4,806033.0,895133.8,693647.8,
215,482.2875799417584,5.41811,,,,,,,,,,,265811.56,548810.25,451697.53,481890.78,615143.9,857380.2,
274,482.3135473809852,6.304588,,,,20,,,,,,,79410.38,131561.23,146634.22,165691.4,175038.77,161593.72,
290,482.3139324810227,6.4103913,,,,,,,,,,,288372.75,510651.2,480881.78,522022.28,432900.78,334841.88,
334,482.32394059403504,6.822726,,,,64,,,,,,,1575998.1,2185067.0,2488383.5,2644683.5,2958172.2,2801126.0,
321,482.3239971103325,6.7103953,,,,76,,,,,,,231938.73,332693.12,366019.97,388187.78,451868.7,438988.12,
282,483.3270925921832,6.400841,,,,,,,,,,,31377.074,33997.273,68762.375,73095.47,99889.16,78258.266,
1142,484.4146959579559,8.466077,,,,,,,,,,,509583.6,435640.56,453258.88,602074.5,450710.4,519354.72,
1208,484.4147996411918,8.608163,,,,32,,,,,,,255980.31,399785.97,617452.2,323656.9,300160.1,525312.0,
1340,484.4721801729981,8.902728,,,,89,,,,,,,484736.94,555897.5,922506.9,794808.56,755798.2,710635.56,
1415,487.2993230737381,9.256706,,,,,,,,,,,417394.03,498035.56,575145.1,558574.0,510096.3,508539.84,
305,488.3579922373488,6.6188817,,,,126,,,,,,,337993.88,521135.88,588299.9,653631.0,626175.5,753729.3,
667,488.37357924738944,7.852064,,,,,,,,,,,159027.5,89872.32,2789295.2,163525.25,120170.13,189625.83,
1364,489.31497951307273,8.997436,,,,,,,,,,,234172.7,255909.27,259780.9,413644.4,350687.38,280864.47,
885,490.38680757765775,8.072873,,,,17,,,,,,,1881795.6,2642411.8,3187916.0,4481801.5,4654813.0,3163126.2,
754,490.3885673432622,7.9133263,,,,,,,,,,,558797.9,599238.9,1659601.4,1374111.2,1419120.4,1071148.2,
967,490.38858303988354,8.204119,,,,,,,,,,,908519.8,525183.7,3637342.5,249744.12,189109.92,660064.7,
611,490.3886527124793,7.760965,,,,105,,,,,,,97158.18,83274.03,724583.25,470720.8,294761.78,575529.56,
1143,490.3888741909084,8.473739,,,,,,,,,,,752116.4,477330.94,990870.8,32434.025,200545.73,1099482.4,
887,491.3901696542057,8.073688,,,,,,,,,,,559811.25,675830.0,1001019.9,1362647.5,1383761.9,1154143.1,
1133,491.3921701420965,8.468321,,,,,,,,,,,140046.81,62262.55,274574.44,0,34082.84,223889.77,
1156,492.4044802358921,8.49636,,,,40,,,,,,,6536240.0,8230646.0,8318176.0,8262132.5,9254803.0,1.2004034E7,
644,492.4045625312297,7.808146,,,,,,,,,,,347574.94,266766.25,1862355.4,562017.94,708316.0,617482.5,
857,492.4047070197623,7.986381,,,,,,,,,,,498225.53,248296.53,1691315.4,264313.84,163703.66,602495.5,
969,492.4049105084412,8.248799,,,,65,,,,,,,287784.78,227309.81,738993.75,171486.05,214106.16,489210.0,
734,493.328448641156,7.859001,,,,,,,,,,,81883.13,15577.076,932099.4,126936.625,110522.83,90795.05,
844,493.3285654467141,7.940292,,,,,,,,,,,39837.16,15577.076,381467.6,38701.625,128107.28,95610.266,
1155,493.40782800614824,8.494392,,,,40,,,,,,,2106193.2,2553800.8,2773839.8,2506251.5,3006507.8,3943184.8,
299,494.32402491306783,6.4955125,,,,,,,,,,,215864.33,281018.66,363901.78,356042.94,421267.2,352806.1,
246,494.32407656956116,5.9253936,,,,,,,,,,,127876.414,215490.14,212074.38,198316.64,239749.81,253443.45,
281,494.324621706638,6.395821,,,,,,,,,,,35538.285,41710.832,61055.848,74577.9,67088.7,56725.355,
1091,495.3231009683891,8.310983,,,,,,,,,,,153989.75,144339.03,691345.2,34579.695,132930.02,328699.22,
689,495.3441044469899,7.874495,,,,115,,,,,,,71102.75,31603.715,538022.6,266056.6,502005.25,252590.34,
939,495.34418349702975,8.110478,,,,,,,,,,,63216.22,41414.027,505854.2,112164.664,47763.168,211468.16,
760,495.34418505116037,7.932778,,,,81,,,,,,,95132.984,123391.65,519164.22,1342901.9,680980.5,440285.6,
1033,495.3442649230715,8.285945,,,,52,,,,,,,112026.9,28843.074,260761.36,121349.09,171238.84,303924.16,
574,495.34430538778537,7.682817,,,,80,,,,,,,163937.08,144418.0,1467241.2,540115.3,542728.06,397204.47,
1119,495.3443173482671,8.367549,,,,,,,,,,,38479.516,18673.523,175047.72,26387.492,33342.25,91981.97,
271,496.33967865265845,6.3016777,,,,20,,,,,,,2241376.5,3164783.8,3375466.5,2989532.0,3744951.0,3925736.2,
349,496.3399071216388,6.927721,,,,,,,,,,,31488.725,41418.746,54691.766,57260.695,61231.363,62054.594,
257,496.3400342941056,6.186541,,,,,,,,,,,246698.89,329363.94,355581.16,303381.7,403906.38,438764.6,
634,496.4204177827922,7.7764,,,,21,,,,,,,284365.9,1593063.6,365973.25,1089871.4,380607.94,479693.6,
1187,497.35980241192925,8.553663,,,,,,,,,,,324943.03,401573.78,418424.03,363739.88,503812.0,615395.25,
1115,497.35980253531596,8.420447,,,,92,,,,,,,306412.6,352943.9,528758.3,769987.9,552145.44,571393.6,
683,497.3598142311151,7.857536,,,,115,,,,,,,51908.59,62478.18,1077213.4,458188.03,543936.5,350804.0,
1049,497.3600373966803,8.296802,,,,,,,,,,,160422.53,194500.67,349284.06,413063.47,400734.6,370415.9,
799,497.3600397753521,7.9403534,,,,81,,,,,,,101290.21,162864.0,1178030.1,405860.97,476668.53,417155.25,
525,497.360047513109,7.556858,,,,,,,,,,,61380.406,24148.828,227513.2,411505.0,475681.75,171803.16,
564,497.3602726530474,7.6800447,,,,80,,,,,,,36596.914,51776.164,144145.9,135351.66,311194.62,120977.445,
21,498.9008923380965,0.34128442,,,,28,,,,,,,213891.69,196502.05,188624.52,217302.2,202392.36,212152.19,
1592,498.9009462363772,10.2692995,,,,70,,,,,,,92404.92,86237.04,113056.4,201929.64,120813.95,75571.03,
1266,501.2786024046317,8.607703,,,,,,,,,,,148199.38,198819.45,267858.44,230546.7,165360.47,385532.75,
275,502.29006154419886,6.3035464,,,,20,,,,,,,116272.42,184426.7,207855.53,226039.31,227224.72,200989.6,
287,502.2900958801711,6.4077377,,,,36,,,,,,,402938.12,577436.5,603201.3,629994.4,675128.56,572936.7,
736,502.3865905794208,7.8676186,,,,63,,,,,,,111570.39,143919.75,546433.4,939941.0,967794.7,312231.75,
1067,502.4085183147806,8.319847,,,,,,,,,,,262011.53,187391.48,203855.6,331539.5,323755.16,219655.39,
1180,504.4408336984222,8.533459,,,,57,,,,,,,593352.3,613681.75,726664.75,887225.3,709080.7,643037.56,
475,506.38287636329187,7.4455547,,,,,,,,,,,72414.36,40017.367,879270.56,189825.39,296404.22,176133.69,
865,506.38372347204194,7.95629,,,,,,,,,,,38562.29,89056.45,273723.75,335142.62,595402.3,183928.64,
591,506.3836071204241,7.70718,,,,,,,,,,,436149.9,565644.7,2230764.2,716558.5,1505972.8,1900866.5,
860,506.4199014091627,8.009261,,,,46,,,,,,,156242.55,229257.16,299794.03,314421.22,334400.6,291667.97,
770,506.41992819209054,7.932804,,,,81,,,,,,,449458.3,582699.5,843389.6,1377979.4,1396738.9,813667.4,
1154,506.4200392699684,8.4874115,,,,40,,,,,,,155811.3,187515.08,156482.17,232176.19,231308.14,151141.23,
1339,506.45403593916194,8.898797,,,,89,,,,,,,53431.29,99611.89,124274.195,108093.414,69630.19,56309.387,
1306,506.45652363740277,8.778884,,,,,,,,,,,249205.98,311736.62,474563.88,389159.03,470174.0,453794.56,
1063,507.36529383457605,8.312088,,,,52,,,,,,,376134.47,318841.53,407043.4,757036.7,741419.56,438899.4,
1390,507.40172630685856,9.101983,,,,,,,,,,,127846.13,339336.75,248010.75,747097.2,262338.28,189665.56,
763,507.42339697100584,7.931088,,,,,,,,,,,155626.05,186251.4,291924.28,480987.0,456975.2,280625.8,
352,508.3394852522335,6.952993,,,,73,,,,,,,249755.6,475240.12,514311.72,546050.9,619269.9,453976.22,
302,508.3395465864765,6.565182,,,,,,,,,,,75806.875,109524.266,133505.17,146893.14,183435.75,151248.53,
335,508.33957368112743,6.850191,,,,,,,,,,,48741.5,92197.03,98018.15,100566.945,118921.016,102005.99,
295,508.33959944211,6.4668655,,,,,,,,,,,12540.226,36044.324,38907.137,41868.297,60848.65,43850.984,
741,508.3989321099464,7.9081383,,,,,,,,,,,368329.66,184858.78,1532302.9,153368.69,172496.42,406537.28,
1068,508.39926275509976,8.341163,,,,52,,,,,,,1672103.5,799775.9,3951490.8,867096.94,1430395.8,1538733.2,
1131,508.3993723063258,8.421834,,,,91,,,,,,,4300571.0,1217748.6,8192206.0,218723.47,400597.8,2782204.0,
540,508.3997412880189,7.596354,,,,18,,,,,,,136717.84,130323.19,219693.06,231617.55,338782.3,257905.86,
1048,508.43546745812176,8.295052,,,,52,,,,,,,266076.97,375215.25,370581.7,511047.66,527452.0,497476.03,
1134,509.40263115463654,8.42208,,,,91,,,,,,,1383732.2,84387.78,3201236.8,65118.613,92319.195,1396573.9,
410,512.4153515026532,7.190689,,,,10,,,,,,,268122.3,423900.94,263585.8,508764.25,282569.25,355151.66,
779,512.4305965517119,7.9386,,,,81,,,,,,,91869.09,150351.27,195342.88,304729.0,343573.06,253879.3,
1432,512.5034343101689,9.310397,,,,47,,,,,,,1334679.6,1849981.2,2355655.5,2044957.5,1970390.8,1956430.6,
1116,513.3546196003497,8.4200325,,,,,,,,,,,381708.16,109615.33,1138469.0,7277.3633,26113.135,272427.03,
449,513.3548014471612,7.3108854,,,,,,,,,,,0,0,182287.64,48524.54,85973.8,30435.393,
764,513.3548060906936,7.943856,,,,,,,,,,,48329.67,16267.922,495312.84,59811.797,80527.69,42111.86,
157,514.2855377809466,3.9732027,,,,,,,,,,,1089534.6,945739.0,1340759.6,951709.75,1020215.7,1268559.1,
988,519.3651371097569,8.275363,,,,52,,,,,,,316416.12,397292.8,689746.4,592254.5,600791.9,646997.44,
317,522.3187971107351,6.6777344,,,,95,,,,,,,231827.39,1032529.7,956361.94,1167741.6,1258605.5,869603.25,
280,522.3551722150664,6.36672,,,,,,,,,,,653791.06,1065652.9,1193402.6,1212222.2,1433552.1,1448563.0,
298,522.3551937455159,6.4750657,,,,,,,,,,,3364305.8,5311886.0,5548329.0,4799610.5,6329740.0,7038922.5,
608,522.3781818464951,7.764638,,,,,,,,,,,76722.75,3826.349,969627.4,0,13536.743,114292.72,
870,522.378401979111,8.057528,,,,,,,,,,,35511.367,0,867862.4,0,3648.8088,24898.781,
633,522.4150176940012,7.7697377,,,,,,,,,,,203620.12,144025.05,501823.03,464403.75,790094.75,158620.53,
1129,522.4156129688624,8.418844,,,,,,,,,,,55641.47,0,271698.6,0,3717.8362,21078.62,
1166,522.4514062946886,8.510972,,,,22,,,,,,,816821.56,1152448.1,1314041.2,1492624.9,1552880.5,1635544.6,
837,523.3601699299336,7.9551625,,,,,,,,,,,53804.0,48485.566,236952.81,404631.28,310751.38,79981.43,
1168,523.4546688769616,8.508195,,,,,,,,,,,283841.03,389597.88,450224.56,514965.12,531041.44,557135.2,
348,524.3709073161758,6.927973,,,,,,,,,,,233517.42,406427.4,369745.88,327195.62,379013.8,431655.84,
1060,524.3938278565363,8.295272,,,,52,,,,,,,160130.81,102744.195,773846.75,82643.88,96352.46,194698.25,
869,524.3942444403134,8.050452,,,,0,,,,,,,1946169.1,1743570.4,4409415.5,2559436.5,3248974.8,2945691.0,
942,524.3942830517789,8.158806,,,,98,,,,,,,966199.5,871866.2,1832290.5,864759.25,1080044.5,1429856.4,
454,524.3944668369242,7.310875,,,,35,,,,,,,77275.1,87072.695,360450.0,132284.05,198413.27,173420.12,
510,524.3945788831296,7.5006766,,,,,,,,,,,263985.4,18886.93,824331.0,82392.03,210987.69,183579.14,
769,528.40202698113,7.932793,,,,81,,,,,,,499067.88,637268.7,1400371.1,2502469.8,2807575.0,878992.4,
859,528.4021469188323,7.995561,,,,,,,,,,,77401.08,106410.17,200008.16,351235.6,2405306.2,155061.89,
1453,528.4021764051485,9.425616,,,,,,,,,,,0,0,27335.557,81810.04,22201.621,0,
1307,528.439363945275,8.779819,,,,,,,,,,,184821.72,243923.2,341979.97,332077.53,361928.53,276524.12,
878,529.3497126627692,8.0566435,,,,,,,,,,,191698.44,179319.66,493721.1,414829.3,460773.25,347342.4,
1059,529.3499669025009,8.304219,,,,,,,,,,,104303.3,80060.17,325705.47,71541.1,127130.56,185193.77,
1052,530.4177314710747,8.295837,,,,52,,,,,,,568244.5,907208.7,1029900.5,1395240.1,1496771.2,1244152.1,
1354,531.4074131443972,8.961959,,,,,,,,,,,67279.89,65898.43,73480.86,368349.5,75375.37,54380.695,
306,532.3841421188265,6.621748,,,,126,,,,,,,284254.53,398711.44,479786.34,516246.6,497401.06,603330.4,
793,534.4126814371826,7.939419,,,,81,,,,,,,172398.33,258544.19,530810.06,790511.44,943177.4,402091.72,
1076,534.4514165331769,8.335438,,,,5,,,,,,,449394.25,638231.75,512158.75,734066.4,734563.06,683317.0,
1431,534.4853548741418,9.309634,,,,,,,,,,,179220.6,236586.16,264029.16,349214.72,249083.77,203622.98,
1471,535.4330458161434,9.529928,,,,,,,,,,,511883.5,448654.5,1678468.4,2425566.8,1725281.4,553784.3,
1258,535.4351644913796,8.6815405,,,,50,,,,,,,105290.04,117472.12,282116.28,95713.19,145774.73,160542.28,
1513,537.3944117281463,9.817082,,,,,,,,,,,138125.28,260384.7,328630.3,730224.94,197503.16,156960.38,
888,540.3884649894766,8.070832,,,,,,,,,,,319839.28,3957.0757,3497699.2,0,3649.869,131548.02,
631,540.4466002050343,7.7688737,,,,,,,,,,,200294.1,1304759.5,264942.5,854104.5,295746.88,328562.53,
1153,540.4984222112513,8.485831,,,,,,,,,,,149169.23,164615.77,111944.17,337754.94,134427.47,112279.82,
1530,540.5345421072506,9.859702,,,,,,,,,,,164847.73,194738.78,512928.56,264144.47,298343.06,266639.56,
279,544.3365221995301,6.374096,,,,,,,,,,,12665.543,43560.316,50233.926,53293.746,63638.176,63784.582,
297,544.3369432311923,6.476633,,,,,,,,,,,179877.73,275314.9,294052.8,255326.72,352080.16,380198.3,
1163,544.4336903914555,8.510106,,,,22,,,,,,,225630.94,336429.34,332826.97,382908.06,342920.06,345036.78,
360,546.3998076996567,6.9813886,,,,,,,,,,,354500.66,439175.62,391644.94,466106.1,390395.25,415041.22,
1355,546.4878515618196,8.9633665,,,,,,,,,,,304250.0,239634.62,353547.6,408653.72,351332.7,277156.0,
1227,548.5034329016312,8.619071,,,,,,,,,,,49259.848,92879.3,171051.53,228159.64,255964.56,237865.42,
1184,548.5034547910853,8.53789,,,,131,,,,,,,124373.1,135346.56,284016.9,326349.38,365321.16,372430.06,
1318,548.5034770295363,8.82007,,,,,,,,,,,214143.47,257862.05,484155.53,581881.5,607658.25,622117.4,
956,550.4463202255678,8.212243,,,,,,,,,,,330262.62,500595.3,398075.7,436956.06,606333.25,643736.5,
190,551.2695019789685,4.804721,,,,119,,,,,,,440641.84,362609.94,459741.7,427248.25,461814.25,520448.75,
1362,553.3895998149602,8.992908,,,,,,,,,,,117236.01,160556.4,135713.33,573011.94,121276.88,80062.08,
1259,553.445766298919,8.684487,,,,50,,,,,,,254836.2,296173.5,703532.9,267955.03,374090.25,384420.44,
746,554.1755759360232,7.8799763,,,,63,,,,,,,281623.4,293069.56,355509.66,447292.75,451001.28,400950.88,
1077,556.4333217531429,8.336396,,,,5,,,,,,,379522.06,656222.94,481207.22,963181.2,864239.7,717708.9,
406,556.4415197586014,7.1834106,,,,,,,,,,,165980.73,280394.75,181141.84,325206.25,207128.3,218675.78,
1442,556.5084237512101,9.365013,,,,3,,,,,,,526078.9,447045.88,816257.6,827640.06,710453.1,491496.78,
1553,559.5168867082525,10.019562,,,,,,,,,,,217530.86,380094.5,307588.88,426477.2,262102.03,244187.77,
1403,560.5034502722768,9.209674,,,,100,,,,,,,1407231.2,1491289.8,1752408.6,2267323.2,1903020.5,1979221.5,
1482,561.4486466569533,9.600188,,,,,,,,,,,655260.1,764118.75,1654262.4,2594795.5,1649534.0,818468.4,
462,563.2648430731325,7.3872266,,,,134,,,,,,,1802751.6,1451962.9,2237734.0,2799069.8,2782419.0,1993356.2,
961,563.2950591104654,8.2235985,,,,53,,,,,,,105336.33,459257.75,451070.97,586679.2,313769.12,333570.28,
1554,563.4642542109381,10.027537,,,,,,,,,,,355564.62,600460.0,643627.5,1092496.8,794393.75,602781.1,
1567,563.4642850135059,10.14569,,,,,,,,,,,874737.8,1208623.1,1149990.5,1542179.8,1312300.9,1122821.4,
1353,563.4662942609007,8.957361,,,,,,,,,,,22281.764,29855.582,66543.234,21984.98,48452.72,45708.67,
461,564.2682733054281,7.3870773,,,,,,,,,,,660168.9,546943.0,840343.5,1019680.7,1040935.6,741974.44,
430,565.2805333021175,7.2958503,,,,13,,,,,,,2380069.5,2029736.0,2810121.5,4097843.5,3054437.8,3217064.5,
424,566.2839472698425,7.295037,,,,13,,,,,,,886228.6,796639.5,1075027.4,1599100.5,1186549.8,1250478.1,
390,566.2885682034679,7.081864,,,,25,,,,,,,880849.7,1056270.1,1131377.8,1073330.2,1072577.6,986188.7,
20,566.8882157615321,0.33960533,,,,,,,,,,,203557.12,186228.12,169545.78,194597.1,191628.47,193745.6,
1594,566.8884915940151,10.26804,,,,,,,,,,,67930.8,50570.035,68120.95,136079.62,78291.555,43676.062,
327,567.2599094548856,6.774988,,,,69,,,,,,,693035.56,793587.94,518358.88,701683.2,732361.3,955087.1,
338,567.2599203756962,6.8650985,,,,,,,,,,,564693.94,602350.5,528920.2,732913.8,687799.8,757259.8,
382,567.2962195509377,7.0734477,,,,25,,,,,,,7.865459E7,8.21237E7,9.184491E7,9.78343E7,8.947113E7,9.288897E7,
191,568.296077840339,4.804721,,,,119,,,,,,,1.3417324E7,1.1533541E7,1.410729E7,1.4026671E7,1.4251347E7,1.6443734E7,
1367,568.4696883505007,8.970025,,,,,,,,,,,273719.03,419780.56,432156.34,771739.75,194461.9,226800.92,
389,569.3023484654254,7.070848,,,,,,,,,,,5669133.5,6268279.5,6387193.0,7098856.5,6502612.0,6621295.0,
377,570.3054884510203,7.0734477,,,,25,,,,,,,825712.2,856625.06,931881.5,1022029.9,962584.2,953307.9,
1263,570.4722814533158,8.689465,,,,50,,,,,,,398873.28,455157.72,977654.6,448509.56,595944.25,574332.56,
896,572.5033233651569,8.081418,,,,17,,,,,,,237128.62,308146.25,293491.78,375340.44,341810.1,325176.5,
1148,572.5033472272577,8.483985,,,,40,,,,,,,279939.34,499914.66,529082.5,608127.7,643711.2,637409.8,
1386,572.5034920669154,9.071935,,,,77,,,,,,,52884.957,37066.438,100657.92,115772.11,108770.78,84618.7,
192,573.2512689319282,4.804721,,,,119,,,,,,,1231127.5,984000.1,1249859.4,1187876.4,1388832.8,1489337.4,
1441,574.5190994283331,9.362166,,,,3,,,,,,,2988034.5,2516257.2,4683395.5,5023918.5,4298221.5,2716046.8,
1257,575.4277843928731,8.679508,,,,50,,,,,,,963602.94,1152243.4,2230244.5,1145237.5,1513192.2,1520304.9,
1440,575.5224524390076,9.365363,,,,,,,,,,,1224245.0,1019697.8,1892376.6,2067919.6,1735392.1,1124204.2,
309,576.4102676424526,6.6273026,,,,,,,,,,,170860.98,261514.48,299187.72,321578.8,324641.8,376913.1,
849,576.4983108368988,7.9892826,,,,,,,,,,,130480.445,198707.9,228028.28,290506.72,300016.28,296872.75,
263,579.4035957239334,6.275261,,,,,,,,,,,184503.02,218292.86,217586.44,280391.56,239810.23,233106.52,
695,580.396859792387,7.8435555,,,,115,,,,,,,1483205.1,1616559.2,3664876.0,5337797.0,4469961.5,2588244.8,
457,581.2754340904487,7.35105,,,,,,,,,,,163950.86,237867.78,427954.47,435113.9,593095.56,282235.0,
363,581.2754474603931,6.990418,,,,,,,,,,,208188.81,145383.7,333105.47,254946.48,356091.28,267984.4,
333,581.2755339439001,6.8211327,,,,64,,,,,,,172228.12,242048.6,219921.56,230446.7,245438.61,292272.62,
322,581.2755629935122,6.71306,,,,76,,,,,,,132075.48,199201.58,184306.94,201791.72,191738.67,256089.66,
590,581.3118714466408,7.6965566,,,,,,,,,,,170827.67,269547.28,340176.16,366071.62,446697.1,433814.03,
227,581.3119874247199,5.6467695,,,,,,,,,,,4763.4956,35158.72,0,109619.49,77579.72,46022.67,
1402,582.4854270153902,9.205504,,,,100,,,,,,,1344154.0,1813899.1,1930250.9,3362509.8,1874802.8,1609298.2,
393,583.2910113750823,7.128277,,,,113,,,,,,,13339.254,366133.12,344250.1,239702.42,229597.05,160830.12,
414,583.2910326198937,7.2058177,,,,12,,,,,,,13339.254,181110.25,172478.7,98345.984,88398.34,65669.38,
176,583.2910408551191,4.7169604,,,,,,,,,,,28315.516,46538.59,5795.407,80093.15,54166.336,70644.93,
292,583.2911662110729,6.4597607,,,,133,,,,,,,657958.94,948224.94,997620.56,1024963.5,1002168.0,1150208.8,
252,583.2911884697548,6.1248975,,,,106,,,,,,,213064.66,328502.88,337968.7,350579.72,330798.66,444044.7,
244,583.2911992353343,5.8604717,,,,,,,,,,,318543.2,503297.88,505732.44,523684.66,462267.25,630097.9,
315,583.291210300377,6.6652684,,,,27,,,,,,,966186.25,1535039.2,1593927.2,1980099.9,2040037.1,2083780.5,
250,583.2912304823589,6.0499234,,,,,,,,,,,433896.22,640150.7,607413.1,745941.1,606606.7,890039.75,
173,583.2912397346761,4.609157,,,,,,,,,,,39467.914,75971.26,25571.318,144715.45,88519.05,96463.87,
341,583.2912677005867,6.8738427,,,,,,,,,,,0,34256.113,34971.58,12503.755,6318.9165,5089.627,
214,583.291424821026,5.3166046,,,,,,,,,,,0,0,53795.195,0,0,0,
627,584.4730778157766,7.758486,,,,,,,,,,,124821.98,834132.94,159594.02,547539.3,185778.19,207737.39,
1534,584.5397237252033,9.906413,,,,,,,,,,,387734.25,378716.25,677029.9,468096.0,460079.53,409418.75,
154,586.2703062766001,3.7315495,,,,,,,,,,,897805.44,909314.0,367355.75,1014120.25,778768.5,1265135.1,
1338,588.498329553208,8.883013,,,,,,,,,,,212857.16,166511.69,355311.38,245492.53,203856.86,248059.6,
805,588.4984526592704,7.94278,,,,81,,,,,,,100787.21,148527.06,224850.08,308627.12,296262.78,203477.12,
952,588.4985238139219,8.232609,,,,7,,,,,,,107750.72,492335.06,564419.2,109727.53,117479.67,140490.03,
999,588.4986619783493,8.280236,,,,52,,,,,,,518641.03,738417.5,757858.25,923139.6,830149.7,779993.44,
1495,588.5347874328535,9.696716,,,,111,,,,,,,1119624.1,1608389.6,1721743.6,2785862.8,1856541.0,1577755.9,
379,589.2775574006046,7.075113,,,,25,,,,,,,567689.25,318342.28,663690.44,709933.9,608795.44,349057.6,
1570,589.4800010820442,10.173473,,,,79,,,,,,,2221420.5,3321173.5,3347336.5,4512387.5,3771018.0,3186491.2,
